2026-02-27T00:11:51.812Z [EVENT]  score: 0-2
2026-02-27T00:37:37.071Z [EVENT]  score: 29-34
2026-02-27T00:37:53.219Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:37:53.219Z [EVENT]  score: 32-34
2026-02-27T00:38:49.232Z [EVENT]  score: 32-35
2026-02-27T00:39:06.755Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T00:39:06.755Z [EVENT]  score: 32-36
2026-02-27T00:39:08.108Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:39:26.601Z [EVENT]  score: 35-36
2026-02-27T00:43:49.098Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:44:06.681Z [EVENT]  score: 35-37
2026-02-27T00:44:19.376Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T00:44:25.626Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:44:25.626Z [EVENT]  score: 35-39
2026-02-27T00:45:10.781Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:45:10.781Z [EVENT]  score: 36-39
2026-02-27T00:45:25.156Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T00:45:25.156Z [EVENT]  score: 37-39
2026-02-27T00:45:44.549Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T00:45:48.670Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T00:45:54.020Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:46:05.294Z [EVENT]  score: 37-41
2026-02-27T00:46:39.120Z [EVENT]  score: 39-41
2026-02-27T00:47:01.272Z [EVENT]  score: 39-43
2026-02-27T00:47:10.240Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T00:47:12.946Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:47:12.946Z [EVENT]  score: 39-45
2026-02-27T00:47:29.633Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T00:47:29.633Z [EVENT]  score: 41-45
2026-02-27T00:48:04.812Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:48:04.812Z [EVENT]  score: 41-47
2026-02-27T00:48:23.754Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:48:28.715Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:48:28.715Z [EVENT]  score: 41-49
2026-02-27T00:48:33.224Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:48:35.480Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:49:22.385Z [EVENT]  score: 41-50
2026-02-27T00:49:23.815Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:49:39.072Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:49:39.072Z [EVENT]  score: 43-50
2026-02-27T00:49:58.015Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:49:58.015Z [EVENT]  score: 43-52
2026-02-27T00:50:04.328Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T00:50:08.388Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:50:15.154Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T00:50:23.275Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:50:23.275Z [EVENT]  score: 45-52
2026-02-27T00:50:59.803Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:53:51.637Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:54:53.881Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:55:06.506Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:55:42.587Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T00:55:46.646Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T00:55:46.646Z [EVENT]  score: 45-54
2026-02-27T00:59:09.144Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T00:59:33.048Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T00:59:33.048Z [EVENT]  score: 45-57
2026-02-27T00:59:46.579Z [EVENT]  score: 47-57
2026-02-27T01:00:13.640Z [EVENT]  score: 47-59
2026-02-27T01:02:16.314Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:02:41.117Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:03:51.476Z [EVENT]  score: 47-61
2026-02-27T01:04:14.929Z [EVENT]  score: 47-63
2026-02-27T01:04:23.496Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:04:26.207Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T01:04:26.208Z [EVENT]  score: 50-63
2026-02-27T01:04:34.320Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:05:05.891Z [EVENT]  score: 50-64
2026-02-27T01:05:23.480Z [EVENT]  score: 50-65
2026-02-27T01:05:39.265Z [EVENT]  score: 53-65
2026-02-27T01:05:58.659Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:06:11.740Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:06:19.857Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:06:23.915Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:06:23.915Z [EVENT]  score: 55-65
2026-02-27T01:07:09.021Z [EVENT]  score: 56-65
2026-02-27T01:07:31.119Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:07:59.982Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:07:59.983Z [EVENT]  score: 56-66
2026-02-27T01:08:25.095Z [EVENT]  score: 56-67
2026-02-27T01:08:45.843Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:08:45.843Z [EVENT]  score: 56-68
2026-02-27T01:08:47.643Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T01:08:51.702Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T01:09:07.943Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:09:57.101Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:09:57.101Z [EVENT]  score: 57-68
2026-02-27T01:10:20.553Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:10:52.573Z [EVENT]  score: 57-69
2026-02-27T01:11:12.418Z [EVENT]  score: 57-70
2026-02-27T01:11:13.771Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:11:30.461Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:11:43.992Z [EVENT]  score: 57-73
2026-02-27T01:12:09.248Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:12:38.561Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T01:12:43.974Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:28:27.929Z [EVENT]  score: 59-73
2026-02-27T01:29:36.032Z [EVENT]  score: 61-73
2026-02-27T01:30:00.385Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:30:10.306Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:30:29.699Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:31:03.975Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:31:12.095Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:31:13.447Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T01:31:57.647Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:32:20.195Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:32:20.195Z [EVENT]  score: 64-73
2026-02-27T01:32:44.550Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:32:44.550Z [EVENT]  score: 64-75
2026-02-27T01:33:03.040Z [EVENT]  score: 64-77
2026-02-27T01:33:26.041Z [EVENT]  score: 67-77
2026-02-27T01:34:06.631Z [EVENT]  score: 70-77
2026-02-27T01:38:42.432Z [EVENT]  score: 73-77
2026-02-27T01:38:59.119Z [EVENT]  score: 76-77
2026-02-27T01:39:19.416Z [EVENT]  score: 76-80
2026-02-27T01:39:39.262Z [EVENT]  score: 78-80
2026-02-27T01:39:55.046Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:40:00.015Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:40:06.772Z [EVENT]  score: 81-80
2026-02-27T01:40:23.009Z [EVENT]  score: 81-83
2026-02-27T01:40:36.540Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:41:25.256Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:41:25.256Z [EVENT]  score: 81-85
2026-02-27T01:42:19.374Z [EVENT]  score: 81-87
2026-02-27T01:42:31.101Z [EVENT]  score: 83-87
2026-02-27T01:42:58.161Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:42:58.161Z [EVENT]  score: 85-87
2026-02-27T01:43:18.004Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:43:18.004Z [EVENT]  score: 85-89
2026-02-27T01:46:44.578Z [EVENT]  score: 87-89
2026-02-27T01:47:12.540Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:47:17.049Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:47:17.049Z [EVENT]  score: 89-89
2026-02-27T01:47:36.441Z [EVENT]  score: 89-91
2026-02-27T01:48:51.311Z [EVENT]  score: 89-94
2026-02-27T01:49:12.505Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:49:12.505Z [EVENT]  score: 91-94
2026-02-27T01:49:24.682Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:49:24.682Z [EVENT]  score: 91-97
2026-02-27T01:49:50.841Z [EVENT]  score: 91-96
2026-02-27T01:49:58.508Z [EVENT]  score: 91-98
2026-02-27T01:53:08.090Z [EVENT]  score: 91-99
2026-02-27T01:53:13.953Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:53:19.815Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:53:19.815Z [EVENT]  score: 92-99
2026-02-27T01:55:24.296Z [EVENT]  score: 93-99
2026-02-27T01:55:40.981Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:55:40.981Z [EVENT]  score: 94-99
2026-02-27T01:56:10.301Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T01:56:14.805Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:56:14.805Z [EVENT]  score: 96-99
2026-02-27T01:56:36.001Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T01:57:15.240Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T01:57:25.161Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:57:29.672Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T01:57:29.672Z [EVENT]  score: 98-99
2026-02-27T01:57:39.593Z [EVENT]  score: 99-99
2026-02-27T01:57:42.751Z [ODDS]  PHI 76ers: 20/23 → 20/21, MIA Heat: 20/23 → 4/5
2026-02-27T01:57:52.674Z [ODDS]  PHI 76ers: 20/21 → 20/23, MIA Heat: 4/5 → 20/23
2026-02-27T01:57:58.987Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T01:57:58.987Z [EVENT]  score: 99-102
2026-02-27T01:58:16.578Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T01:58:21.538Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T01:58:22.890Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T01:58:26.950Z [ODDS]  PHI 76ers: 5/6 → 10/11, MIA Heat: 10/11 → 5/6
2026-02-27T01:58:29.657Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T01:58:55.364Z [ODDS]  PHI 76ers: 5/6 → 4/5, MIA Heat: 10/11 → 20/21
2026-02-27T01:59:00.777Z [ODDS]  PHI 76ers: 4/5 → 10/11, MIA Heat: 20/21 → 5/6
2026-02-27T01:59:15.208Z [ODDS]  PHI 76ers: 10/11 → 4/5, MIA Heat: 5/6 → 20/21
2026-02-27T01:59:21.975Z [ODDS]  PHI 76ers: 4/5 → 10/11, MIA Heat: 20/21 → 5/6
2026-02-27T02:00:07.979Z [ODDS]  PHI 76ers: 10/11 → 5/6, MIA Heat: 5/6 → 10/11
2026-02-27T02:00:07.979Z [EVENT]  score: 99-104
2026-02-27T02:00:15.199Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T02:00:16.999Z [ODDS]  PHI 76ers: 20/23 → 10/11, MIA Heat: 20/23 → 5/6
2026-02-27T02:00:33.686Z [ODDS]  PHI 76ers: 10/11 → 20/23, MIA Heat: 5/6 → 20/23
2026-02-27T02:00:33.686Z [EVENT]  score: 99-105
2026-02-27T02:00:45.413Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T02:01:03.003Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T02:01:11.120Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T02:01:21.043Z [ODDS]  PHI 76ers: 5/6 → 4/5, MIA Heat: 10/11 → 20/21
2026-02-27T02:01:21.043Z [EVENT]  score: 101-105
2026-02-27T02:01:47.653Z [ODDS]  PHI 76ers: 4/5 → 20/21, MIA Heat: 20/21 → 4/5
2026-02-27T02:01:50.362Z [ODDS]  PHI 76ers: 20/21 → 4/5, MIA Heat: 4/5 → 20/21
2026-02-27T02:01:57.574Z [ODDS]  PHI 76ers: 4/5 → 20/23, MIA Heat: 20/21 → 20/23
2026-02-27T02:02:19.224Z [EVENT]  score: 101-107
2026-02-27T02:02:39.519Z [EVENT]  score: 104-107
2026-02-27T02:05:59.764Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T02:06:13.745Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T02:06:13.745Z [EVENT]  score: 104-109
2026-02-27T02:06:25.471Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T02:06:25.471Z [EVENT]  score: 107-109
2026-02-27T02:06:47.569Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T02:06:47.569Z [EVENT]  score: 107-112
2026-02-27T02:07:13.729Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T02:07:13.729Z [EVENT]  score: 110-112
2026-02-27T02:07:15.080Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T02:08:13.710Z [ODDS]  PHI 76ers: 20/23 → 5/6, MIA Heat: 20/23 → 10/11
2026-02-27T02:08:28.949Z [ODDS]  PHI 76ers: 5/6 → 20/23, MIA Heat: 10/11 → 20/23
2026-02-27T02:08:30.302Z [ODDS]  PHI 76ers: 20/23 → 20/21, MIA Heat: 20/23 → 4/5
2026-02-27T02:09:19.912Z [ODDS]  PHI 76ers: 20/21 → 4/5, MIA Heat: 4/5 → 20/21
2026-02-27T02:09:29.384Z [ODDS]  PHI 76ers: 4/5 → 20/23, MIA Heat: 20/21 → 20/23
2026-02-27T02:09:55.992Z [ODDS]  PHI 76ers: 20/23 → 21/20, MIA Heat: 20/23 → 20/27
2026-02-27T02:09:55.992Z [EVENT]  score: 111-112
2026-02-27T02:10:12.679Z [ODDS]  PHI 76ers: 21/20 → 4/5, MIA Heat: 20/27 → 20/21
2026-02-27T02:10:12.679Z [EVENT]  score: 112-112
2026-02-27T02:10:14.483Z [ODDS]  PHI 76ers: 4/5 → 10/11, MIA Heat: 20/21 → 5/6
2026-02-27T02:10:38.388Z [ODDS]  PHI 76ers: 10/11 → 4/5, MIA Heat: 5/6 → 20/21
2026-02-27T02:10:38.388Z [EVENT]  score: 112-114
2026-02-27T02:11:07.704Z [ODDS]  PHI 76ers: 4/5 → 5/6, MIA Heat: 20/21 → 10/11
2026-02-27T02:11:07.704Z [EVENT]  score: 112-116
2026-02-27T02:14:20.281Z [ODDS]  PHI 76ers: 5/6 → 4/5, MIA Heat: 10/11 → 20/21
2026-02-27T02:14:20.281Z [EVENT]  score: 114-116
2026-02-27T02:14:48.700Z [ODDS]  PHI 76ers: 4/5 → 10/13, MIA Heat: 20/21 → 1/1
2026-02-27T02:15:04.033Z [ODDS]  PHI 76ers: 10/13 → 20/29, MIA Heat: 1/1 → 23/20
2026-02-27T02:15:04.033Z [EVENT]  score: 117-116
2026-02-27T02:15:27.034Z [ODDS]  PHI 76ers: 20/29 → 11/10, MIA Heat: 23/20 → 5/7
2026-02-27T02:15:57.703Z [ODDS]  PHI 76ers: 11/10 → 20/23, MIA Heat: 5/7 → 20/23
2026-02-27T02:15:57.703Z [EVENT]  score: 117-117
