2026-02-26T19:47:41.934Z [EVENT]  score: 0-1
2026-02-26T19:56:14.310Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 4/5, ORL Magic (PHARAOH): 4/5 → 20/23
2026-02-26T19:56:24.257Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 20/23, ORL Magic (PHARAOH): 20/23 → 4/5
2026-02-26T19:56:33.705Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 4/5, ORL Magic (PHARAOH): 4/5 → 20/23
2026-02-26T19:56:42.726Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 21/20, ORL Magic (PHARAOH): 20/23 → 20/29, DAL Mavericks (LEGACY): 21/20 → 20/21, ORL Magic (PHARAOH): 20/29 → 20/27
2026-02-26T19:56:42.726Z [EVENT]  score: 17-17
2026-02-26T19:56:42.727Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 21/20, ORL Magic (PHARAOH): 20/27 → 20/29, DAL Mavericks (LEGACY): 21/20 → 20/21, ORL Magic (PHARAOH): 20/29 → 20/27
2026-02-26T19:56:45.434Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 21/20, ORL Magic (PHARAOH): 20/27 → 20/29
2026-02-26T19:57:01.683Z [ODDS]  DAL Mavericks (LEGACY): 21/20 → 20/21, ORL Magic (PHARAOH): 20/29 → 20/27
2026-02-26T19:57:12.946Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 20/23, ORL Magic (PHARAOH): 20/27 → 4/5
2026-02-26T19:57:12.946Z [EVENT]  score: 17-20
2026-02-26T19:57:27.377Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/21, ORL Magic (PHARAOH): 4/5 → 20/27
2026-02-26T19:57:27.377Z [EVENT]  score: 20-20
2026-02-26T19:57:37.750Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 20/23, ORL Magic (PHARAOH): 20/27 → 4/5
2026-02-26T19:57:37.750Z [EVENT]  score: 20-22
2026-02-26T19:58:01.659Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 4/5, ORL Magic (PHARAOH): 4/5 → 20/23
2026-02-26T19:58:21.498Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 5/6, ORL Magic (PHARAOH): 20/23 → 5/6
2026-02-26T19:58:21.498Z [EVENT]  score: 20-23
2026-02-26T19:58:25.569Z [EVENT]  score: 20-24
2026-02-26T19:58:31.873Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/23, ORL Magic (PHARAOH): 5/6 → 4/5
2026-02-26T19:58:41.346Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 5/6, ORL Magic (PHARAOH): 4/5 → 5/6
2026-02-26T19:58:49.462Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 4/5, ORL Magic (PHARAOH): 5/6 → 20/23
2026-02-26T19:58:49.463Z [EVENT]  score: 20-26
2026-02-26T19:59:04.346Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 5/6, ORL Magic (PHARAOH): 20/23 → 5/6
2026-02-26T19:59:04.346Z [EVENT]  score: 23-26
2026-02-26T19:59:14.720Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/23, ORL Magic (PHARAOH): 5/6 → 4/5
2026-02-26T19:59:37.268Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 4/5, ORL Magic (PHARAOH): 4/5 → 20/23
2026-02-26T19:59:37.268Z [EVENT]  score: 25-26
2026-02-26T20:00:00.294Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 5/6, ORL Magic (PHARAOH): 20/23 → 5/6
2026-02-26T20:00:01.623Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/23, ORL Magic (PHARAOH): 5/6 → 4/5
2026-02-26T20:00:03.882Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/21, ORL Magic (PHARAOH): 4/5 → 20/27
2026-02-26T20:00:03.882Z [EVENT]  score: 26-26
2026-02-26T20:00:11.561Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 20/29, ORL Magic (PHARAOH): 20/27 → 21/20
2026-02-26T20:00:17.409Z [ODDS]  DAL Mavericks (LEGACY): 20/29 → 20/23, ORL Magic (PHARAOH): 21/20 → 4/5
2026-02-26T20:00:17.409Z [EVENT]  score: 28-26
2026-02-26T20:00:31.844Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/27, ORL Magic (PHARAOH): 4/5 → 20/21
2026-02-26T20:01:26.880Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 4/5, ORL Magic (PHARAOH): 20/21 → 20/23
2026-02-26T20:01:35.907Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 20/21, ORL Magic (PHARAOH): 20/23 → 20/27
2026-02-26T20:01:44.003Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 20/23, ORL Magic (PHARAOH): 20/27 → 4/5
2026-02-26T20:01:57.081Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 4/5, ORL Magic (PHARAOH): 4/5 → 20/23
2026-02-26T20:02:05.200Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 5/6, ORL Magic (PHARAOH): 20/23 → 5/6
2026-02-26T20:02:07.006Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/23, ORL Magic (PHARAOH): 5/6 → 4/5
2026-02-26T20:02:17.828Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/29, ORL Magic (PHARAOH): 4/5 → 21/20
2026-02-26T20:02:17.828Z [EVENT]  score: 28-28
2026-02-26T20:02:28.650Z [ODDS]  DAL Mavericks (LEGACY): 20/29 → 5/7, ORL Magic (PHARAOH): 21/20 → 1/1
2026-02-26T20:02:30.003Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 5/6, ORL Magic (PHARAOH): 1/1 → 5/6
2026-02-26T20:02:30.003Z [EVENT]  score: 30-28
2026-02-26T20:03:22.781Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 5/7, ORL Magic (PHARAOH): 5/6 → 1/1
2026-02-26T20:03:22.781Z [EVENT]  score: 30-30
2026-02-26T20:03:41.266Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 20/21, ORL Magic (PHARAOH): 1/1 → 20/27
2026-02-26T20:04:04.264Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 5/7, ORL Magic (PHARAOH): 20/27 → 1/1
2026-02-26T20:04:26.816Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 20/21, ORL Magic (PHARAOH): 1/1 → 20/27
2026-02-26T20:05:03.346Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 5/7, ORL Magic (PHARAOH): 20/27 → 1/1
2026-02-26T20:05:11.916Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 20/23, ORL Magic (PHARAOH): 1/1 → 4/5
2026-02-26T20:05:11.916Z [EVENT]  score: 32-30
2026-02-26T20:05:40.328Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 5/6, ORL Magic (PHARAOH): 4/5 → 5/6
2026-02-26T20:06:03.785Z [EVENT]  score: 34-30
2026-02-26T20:06:22.271Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/21, ORL Magic (PHARAOH): 5/6 → 20/27
2026-02-26T20:06:24.084Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 20/23, ORL Magic (PHARAOH): 20/27 → 4/5
2026-02-26T20:06:24.084Z [EVENT]  score: 36-30
2026-02-26T20:06:38.057Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/27, ORL Magic (PHARAOH): 4/5 → 20/21
2026-02-26T20:06:38.057Z [EVENT]  score: 36-33
2026-02-26T20:06:48.914Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 20/21, ORL Magic (PHARAOH): 20/21 → 20/27
2026-02-26T20:06:48.914Z [EVENT]  score: 38-33
2026-02-26T20:07:10.533Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 5/6, ORL Magic (PHARAOH): 20/27 → 5/6
2026-02-26T20:07:53.830Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 4/5, ORL Magic (PHARAOH): 5/6 → 20/23
2026-02-26T20:08:10.219Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/27, ORL Magic (PHARAOH): 5/6 → 20/21
2026-02-26T20:08:10.675Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 20/23, ORL Magic (PHARAOH): 20/21 → 4/5
2026-02-26T20:08:10.675Z [EVENT]  score: 38-36
2026-02-26T20:08:19.253Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/21, ORL Magic (PHARAOH): 4/5 → 20/27
2026-02-26T20:08:20.140Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 5/6, ORL Magic (PHARAOH): 20/27 → 5/6
2026-02-26T20:08:36.376Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 4/5, ORL Magic (PHARAOH): 5/6 → 20/23
2026-02-26T20:08:44.946Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 20/21, ORL Magic (PHARAOH): 20/23 → 20/27
2026-02-26T20:08:51.712Z [EVENT]  score: 40-36
2026-02-26T20:09:05.697Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 20/23, ORL Magic (PHARAOH): 20/27 → 4/5
2026-02-26T20:09:11.567Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 5/6, ORL Magic (PHARAOH): 4/5 → 5/6
2026-02-26T20:09:11.567Z [EVENT]  score: 42-36
2026-02-26T20:09:47.184Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 4/5, ORL Magic (PHARAOH): 5/6 → 20/23
2026-02-26T20:09:47.184Z [EVENT]  score: 44-36
2026-02-26T20:10:01.616Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 5/6, ORL Magic (PHARAOH): 20/23 → 5/6
2026-02-26T20:10:01.616Z [EVENT]  score: 44-38
2026-02-26T20:10:09.742Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/23, ORL Magic (PHARAOH): 5/6 → 4/5
2026-02-26T20:10:16.957Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/21, ORL Magic (PHARAOH): 4/5 → 20/27
2026-02-26T20:10:16.957Z [EVENT]  score: 44-40
2026-02-26T20:10:31.833Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 5/7, ORL Magic (PHARAOH): 20/27 → 1/1
2026-02-26T20:10:41.305Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 1/1, ORL Magic (PHARAOH): 1/1 → 5/7
2026-02-26T20:10:57.547Z [ODDS]  DAL Mavericks (LEGACY): 1/1 → 5/7, ORL Magic (PHARAOH): 5/7 → 1/1
2026-02-26T20:11:02.964Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 20/27, ORL Magic (PHARAOH): 1/1 → 20/21
2026-02-26T20:11:12.877Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 5/7, ORL Magic (PHARAOH): 20/21 → 1/1
2026-02-26T20:11:15.595Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 20/27, ORL Magic (PHARAOH): 1/1 → 20/21
2026-02-26T20:11:41.739Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 20/29, ORL Magic (PHARAOH): 20/21 → 21/20
2026-02-26T20:11:41.739Z [EVENT]  score: 47-40
2026-02-26T20:11:53.014Z [ODDS]  DAL Mavericks (LEGACY): 20/29 → 5/7, ORL Magic (PHARAOH): 21/20 → 1/1
2026-02-26T20:11:57.079Z [ODDS]  DAL Mavericks (LEGACY): 5/7 → 20/27, ORL Magic (PHARAOH): 1/1 → 20/21
2026-02-26T20:11:57.079Z [EVENT]  score: 47-42
2026-02-26T20:11:59.336Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 5/6, ORL Magic (PHARAOH): 20/21 → 5/6
2026-02-26T20:12:07.458Z [ODDS]  DAL Mavericks (LEGACY): 5/6 → 20/27, ORL Magic (PHARAOH): 5/6 → 20/21
2026-02-26T20:12:07.458Z [EVENT]  score: 47-43
2026-02-26T20:12:28.647Z [ODDS]  DAL Mavericks (LEGACY): 20/27 → 4/5, ORL Magic (PHARAOH): 20/21 → 20/23
2026-02-26T20:12:43.074Z [ODDS]  DAL Mavericks (LEGACY): 4/5 → 20/23, ORL Magic (PHARAOH): 20/23 → 4/5
2026-02-26T20:12:43.074Z [EVENT]  score: 47-46
2026-02-26T20:12:43.529Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/33, ORL Magic (PHARAOH): 4/5 → 6/5
2026-02-26T20:12:45.336Z [ODDS]  DAL Mavericks (LEGACY): 20/33 → 20/23, ORL Magic (PHARAOH): 6/5 → 4/5
2026-02-26T20:12:53.899Z [ODDS]  DAL Mavericks (LEGACY): 20/23 → 20/21, ORL Magic (PHARAOH): 4/5 → 20/27
2026-02-26T20:13:39.000Z [ODDS]  DAL Mavericks (LEGACY): 20/21 → 1/1, ORL Magic (PHARAOH): 20/27 → 5/7
2026-02-26T20:13:43.965Z [ODDS]  DAL Mavericks (LEGACY): 1/1 → 0/0, ORL Magic (PHARAOH): 5/7 → 0/0
