2026-02-27T02:11:30.705Z [EVENT]  score: 0-2
2026-02-27T03:00:33.951Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:01:48.821Z [EVENT]  score: 56-53
2026-02-27T03:02:29.487Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:02:29.487Z [EVENT]  score: 58-53
2026-02-27T03:02:46.101Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:02:57.827Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:02:57.827Z [EVENT]  score: 60-53
2026-02-27T03:02:59.631Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:03:20.829Z [EVENT]  score: 61-53
2026-02-27T03:03:42.477Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:03:55.105Z [ODDS]  UTA Jazz: 5/6 → 10/11, NO Pelicans: 10/11 → 5/6
2026-02-27T03:03:56.528Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:04:30.320Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:04:52.030Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:05:18.991Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:05:18.991Z [EVENT]  score: 64-53
2026-02-27T03:05:37.086Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:05:51.016Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:06:25.290Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:06:29.803Z [EVENT]  score: 66-53
2026-02-27T03:06:46.036Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:06:46.036Z [EVENT]  score: 66-56
2026-02-27T03:06:51.454Z [ODDS]  UTA Jazz: 10/11 → 5/6, NO Pelicans: 5/6 → 10/11
2026-02-27T03:07:05.501Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:07:32.039Z [EVENT]  score: 67-56
2026-02-27T03:07:46.923Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:07:46.923Z [EVENT]  score: 68-56
2026-02-27T03:08:10.376Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:08:15.338Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:08:20.826Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:08:50.606Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:09:09.099Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:09:09.099Z [EVENT]  score: 68-57
2026-02-27T03:09:25.788Z [EVENT]  score: 71-57
2026-02-27T03:09:44.284Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:09:50.595Z [EVENT]  score: 73-57
2026-02-27T03:10:07.733Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:10:35.346Z [EVENT]  score: 73-58
2026-02-27T03:10:49.326Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:11:19.997Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:11:44.349Z [EVENT]  score: 73-60
2026-02-27T03:12:36.213Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:14:39.338Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:14:47.458Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:15:56.025Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:16:00.538Z [EVENT]  score: 76-60
2026-02-27T03:16:32.551Z [EVENT]  score: 78-60
2026-02-27T03:16:59.163Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:17:27.570Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:17:39.747Z [EVENT]  score: 78-61
2026-02-27T03:18:32.964Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:33:34.217Z [ODDS]  UTA Jazz: 5/6 → 10/11, NO Pelicans: 10/11 → 5/6
2026-02-27T03:33:34.217Z [EVENT]  score: 81-61
2026-02-27T03:34:03.981Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:34:07.589Z [EVENT]  score: 83-61
2026-02-27T03:34:47.730Z [ODDS]  UTA Jazz: 20/23 → 10/11, NO Pelicans: 20/23 → 5/6
2026-02-27T03:34:49.985Z [EVENT]  score: 85-61
2026-02-27T03:35:13.887Z [ODDS]  UTA Jazz: 10/11 → 20/23, NO Pelicans: 5/6 → 20/23
2026-02-27T03:35:17.539Z [EVENT]  score: 88-61
2026-02-27T03:35:45.909Z [EVENT]  score: 88-63
2026-02-27T03:36:13.419Z [ODDS]  UTA Jazz: 20/23 → 5/6, NO Pelicans: 20/23 → 10/11
2026-02-27T03:36:13.419Z [EVENT]  score: 88-65
2026-02-27T03:36:24.746Z [ODDS]  UTA Jazz: 5/6 → 20/23, NO Pelicans: 10/11 → 20/23
2026-02-27T03:36:36.871Z [EVENT]  score: 88-67
