2026-02-27T03:10:26.326Z [EVENT]  score: 0-10
2026-02-27T03:14:34.376Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:14:37.987Z [ODDS]  Texas (W): 4/5 → 20/23, Georgia (W): 20/23 → 4/5
2026-02-27T03:14:42.944Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:14:42.944Z [EVENT]  score: 7-20
2026-02-27T03:15:20.831Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:15:20.831Z [EVENT]  score: 7-22
2026-02-27T03:15:36.615Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:16:17.207Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:16:17.207Z [EVENT]  score: 9-22
2026-02-27T03:16:36.605Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:16:36.605Z [EVENT]  score: 9-24
2026-02-27T03:17:03.222Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:17:03.223Z [EVENT]  score: 9-26
2026-02-27T03:18:44.239Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:18:46.044Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:18:46.044Z [EVENT]  score: 11-26
2026-02-27T03:19:14.456Z [ODDS]  Texas (W): 20/23 → 4/5, Georgia (W): 4/5 → 20/23
2026-02-27T03:19:15.809Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:19:48.734Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:20:23.011Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:20:31.131Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:20:31.131Z [EVENT]  score: 11-28
2026-02-27T03:24:42.804Z [ODDS]  Texas (W): 20/23 → 4/5, Georgia (W): 4/5 → 20/23
2026-02-27T03:24:45.970Z [ODDS]  Texas (W): 4/5 → 20/23, Georgia (W): 20/23 → 4/5
2026-02-27T03:24:49.558Z [ODDS]  Texas (W): 20/23 → 4/5, Georgia (W): 4/5 → 20/23
2026-02-27T03:24:53.618Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:24:53.618Z [EVENT]  score: 11-30
2026-02-27T03:25:40.071Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:25:44.582Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:26:28.330Z [EVENT]  score: 11-31
2026-02-27T03:26:42.313Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:26:42.313Z [EVENT]  score: 11-32
2026-02-27T03:27:03.508Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:27:53.573Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:28:40.159Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:28:54.138Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:29:09.922Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:29:09.922Z [EVENT]  score: 13-32
2026-02-27T03:29:47.356Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:30:09.004Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:30:49.143Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:31:19.364Z [ODDS]  Texas (W): 4/5 → 20/23, Georgia (W): 20/23 → 4/5
2026-02-27T03:31:21.616Z [ODDS]  Texas (W): 20/23 → 4/5, Georgia (W): 4/5 → 20/23
2026-02-27T03:31:51.836Z [ODDS]  Texas (W): 4/5 → 20/23, Georgia (W): 20/23 → 4/5
2026-02-27T03:31:51.836Z [EVENT]  score: 13-33
2026-02-27T03:32:03.115Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:32:17.544Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:32:27.919Z [ODDS]  Texas (W): 4/5 → 5/6, Georgia (W): 20/23 → 5/6
2026-02-27T03:32:33.781Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:32:54.526Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:33:08.511Z [ODDS]  Texas (W): 5/6 → 20/23, Georgia (W): 5/6 → 4/5
2026-02-27T03:33:33.313Z [ODDS]  Texas (W): 20/23 → 5/6, Georgia (W): 4/5 → 5/6
2026-02-27T03:34:17.963Z [ODDS]  Texas (W): 5/6 → 4/5, Georgia (W): 5/6 → 20/23
2026-02-27T03:34:35.555Z [ODDS]  Texas (W): 4/5 → 20/23, Georgia (W): 20/23 → 4/5
2026-02-27T03:34:35.555Z [EVENT]  score: 13-35
2026-02-27T03:34:59.455Z [ODDS]  Texas (W): 20/23 → 4/5, Georgia (W): 4/5 → 20/23
2026-02-27T03:35:03.514Z [ODDS]  Texas (W): 4/5 → 20/23, Georgia (W): 20/23 → 4/5
