2026-02-27T02:10:05.012Z [EVENT]  score: 11-14
2026-02-27T03:03:51.496Z [ODDS]  Utah Tech: 20/23 → 5/6, Abilene Christian: 20/23 → 10/11
2026-02-27T03:03:51.496Z [EVENT]  score: 43-47
2026-02-27T03:04:33.890Z [ODDS]  Utah Tech: 5/6 → 20/23, Abilene Christian: 10/11 → 20/23
2026-02-27T03:04:43.813Z [ODDS]  Utah Tech: 20/23 → 5/6, Abilene Christian: 20/23 → 10/11
2026-02-27T03:05:00.119Z [ODDS]  Utah Tech: 5/6 → 10/11, Abilene Christian: 10/11 → 5/6
2026-02-27T03:05:00.119Z [EVENT]  score: 43-49
2026-02-27T03:05:16.290Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:05:37.086Z [EVENT]  score: 43-51
2026-02-27T03:05:52.818Z [EVENT]  score: 45-51
2026-02-27T03:06:02.289Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:06:47.388Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:07:18.962Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:08:02.713Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:10:51.592Z [ODDS]  Utah Tech: 20/23 → 5/6, Abilene Christian: 20/23 → 10/11
2026-02-27T03:11:16.393Z [ODDS]  Utah Tech: 5/6 → 20/23, Abilene Christian: 10/11 → 20/23
2026-02-27T03:11:16.393Z [EVENT]  score: 45-54
2026-02-27T03:12:07.802Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:12:07.803Z [EVENT]  score: 46-54
2026-02-27T03:12:27.647Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:12:27.647Z [EVENT]  score: 47-54
2026-02-27T03:12:52.450Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:12:52.451Z [EVENT]  score: 47-57
2026-02-27T03:13:00.568Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:13:00.568Z [EVENT]  score: 49-57
2026-02-27T03:13:22.216Z [ODDS]  Utah Tech: 20/23 → 5/6, Abilene Christian: 20/23 → 10/11
2026-02-27T03:13:22.216Z [EVENT]  score: 49-60
2026-02-27T03:16:03.676Z [ODDS]  Utah Tech: 5/6 → 20/23, Abilene Christian: 10/11 → 20/23
2026-02-27T03:16:03.677Z [EVENT]  score: 51-60
2026-02-27T03:16:30.741Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:16:30.741Z [EVENT]  score: 51-62
2026-02-27T03:16:37.959Z [ODDS]  Utah Tech: 10/11 → 5/6, Abilene Christian: 5/6 → 10/11
2026-02-27T03:16:53.744Z [ODDS]  Utah Tech: 5/6 → 20/23, Abilene Christian: 10/11 → 20/23
2026-02-27T03:17:12.235Z [EVENT]  score: 52-62
2026-02-27T03:17:30.726Z [EVENT]  score: 53-62
2026-02-27T03:19:26.190Z [EVENT]  score: 55-62
2026-02-27T03:19:26.639Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:19:35.204Z [ODDS]  Utah Tech: 10/11 → 5/6, Abilene Christian: 5/6 → 10/11
2026-02-27T03:21:59.980Z [ODDS]  Utah Tech: 5/6 → 10/11, Abilene Christian: 10/11 → 5/6
2026-02-27T03:21:59.980Z [EVENT]  score: 56-62
2026-02-27T03:22:00.433Z [ODDS]  Utah Tech: 10/11 → 5/6, Abilene Christian: 5/6 → 10/11
2026-02-27T03:22:35.610Z [ODDS]  Utah Tech: 5/6 → 20/23, Abilene Christian: 10/11 → 20/23
2026-02-27T03:22:35.611Z [EVENT]  score: 56-64
2026-02-27T03:23:01.767Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:23:24.317Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:23:24.317Z [EVENT]  score: 58-64
2026-02-27T03:24:00.577Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:24:00.577Z [EVENT]  score: 58-66
2026-02-27T03:24:26.105Z [ODDS]  Utah Tech: 10/11 → 20/21, Abilene Christian: 5/6 → 4/5
2026-02-27T03:24:38.733Z [ODDS]  Utah Tech: 20/21 → 5/6, Abilene Christian: 4/5 → 10/11
2026-02-27T03:24:42.491Z [ODDS]  Utah Tech: 5/6 → 20/23, Abilene Christian: 10/11 → 20/23
2026-02-27T03:24:42.492Z [EVENT]  score: 59-66
2026-02-27T03:24:46.855Z [EVENT]  score: 60-66
2026-02-27T03:25:27.442Z [ODDS]  Utah Tech: 20/23 → 5/6, Abilene Christian: 20/23 → 10/11
2026-02-27T03:25:27.442Z [EVENT]  score: 62-66
2026-02-27T03:28:55.490Z [ODDS]  Utah Tech: 5/6 → 4/5, Abilene Christian: 10/11 → 20/21
2026-02-27T03:28:55.490Z [EVENT]  score: 64-66
2026-02-27T03:29:23.453Z [ODDS]  Utah Tech: 4/5 → 10/11, Abilene Christian: 20/21 → 5/6
2026-02-27T03:29:30.669Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:29:45.552Z [ODDS]  Utah Tech: 20/23 → 5/6, Abilene Christian: 20/23 → 10/11
2026-02-27T03:29:52.767Z [ODDS]  Utah Tech: 5/6 → 10/11, Abilene Christian: 10/11 → 5/6
2026-02-27T03:29:52.767Z [EVENT]  score: 64-67
2026-02-27T03:30:15.317Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:30:15.317Z [EVENT]  score: 66-67
2026-02-27T03:30:27.948Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
2026-02-27T03:30:42.378Z [ODDS]  Utah Tech: 10/11 → 20/21, Abilene Christian: 5/6 → 4/5
2026-02-27T03:30:42.378Z [EVENT]  score: 66-70
2026-02-27T03:30:57.261Z [ODDS]  Utah Tech: 20/21 → 4/5, Abilene Christian: 4/5 → 20/21
2026-02-27T03:31:03.577Z [ODDS]  Utah Tech: 4/5 → 20/21, Abilene Christian: 20/21 → 4/5
2026-02-27T03:31:03.577Z [EVENT]  score: 68-70
2026-02-27T03:31:18.912Z [ODDS]  Utah Tech: 20/21 → 10/11, Abilene Christian: 4/5 → 5/6
2026-02-27T03:31:24.774Z [ODDS]  Utah Tech: 10/11 → 20/23, Abilene Christian: 5/6 → 20/23
2026-02-27T03:31:24.774Z [EVENT]  score: 70-70
2026-02-27T03:31:41.919Z [ODDS]  Utah Tech: 20/23 → 20/29, Abilene Christian: 20/23 → 23/20
2026-02-27T03:34:53.141Z [ODDS]  Utah Tech: 20/29 → 20/23, Abilene Christian: 23/20 → 20/23
2026-02-27T03:35:01.772Z [ODDS]  Utah Tech: 20/23 → 20/21, Abilene Christian: 20/23 → 4/5
2026-02-27T03:35:01.772Z [EVENT]  score: 70-72
2026-02-27T03:35:18.051Z [ODDS]  Utah Tech: 20/21 → 20/23, Abilene Christian: 4/5 → 20/23
2026-02-27T03:35:18.051Z [EVENT]  score: 72-72
2026-02-27T03:36:58.521Z [ODDS]  Utah Tech: 20/23 → 10/11, Abilene Christian: 20/23 → 5/6
