2026-02-27T00:08:49.605Z [EVENT]  score: 3-4
2026-02-27T00:20:11.074Z [EVENT]  score: 10-11
2026-02-27T00:20:32.822Z [EVENT]  score: 11-11
2026-02-27T00:21:02.938Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:21:35.411Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:22:01.118Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:22:19.612Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:22:19.612Z [EVENT]  score: 12-11
2026-02-27T00:22:51.631Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:22:57.495Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:22:57.495Z [EVENT]  score: 12-14
2026-02-27T00:23:17.788Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:23:29.067Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T00:23:29.515Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:26:55.177Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:27:10.968Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:27:10.968Z [EVENT]  score: 12-16
2026-02-27T00:27:39.015Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:27:52.454Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:28:20.897Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:28:47.113Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:28:47.113Z [EVENT]  score: 12-17
2026-02-27T00:29:20.399Z [EVENT]  score: 12-19
2026-02-27T00:29:45.657Z [EVENT]  score: 14-19
2026-02-27T00:30:31.229Z [EVENT]  score: 14-20
2026-02-27T00:30:54.214Z [EVENT]  score: 14-21
2026-02-27T00:31:48.331Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:31:48.331Z [EVENT]  score: 17-21
2026-02-27T00:31:48.874Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:32:06.384Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:32:06.384Z [EVENT]  score: 18-21
2026-02-27T00:32:06.912Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:32:39.744Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:32:39.744Z [EVENT]  score: 18-24
2026-02-27T00:32:55.128Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:33:06.392Z [EVENT]  score: 18-26
2026-02-27T00:33:18.080Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:33:28.511Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:33:38.375Z [EVENT]  score: 18-28
2026-02-27T00:37:26.187Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:38:03.664Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:38:11.254Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:38:20.764Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:38:30.700Z [EVENT]  score: 20-28
2026-02-27T00:38:52.324Z [EVENT]  score: 20-30
2026-02-27T00:39:10.822Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:39:22.104Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:42:38.816Z [EVENT]  score: 20-33
2026-02-27T00:44:53.644Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:45:27.410Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:45:27.410Z [EVENT]  score: 20-36
2026-02-27T00:45:41.401Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:45:52.254Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:49:04.794Z [EVENT]  score: 22-36
2026-02-27T00:49:36.820Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:50:10.192Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:50:10.192Z [EVENT]  score: 22-37
2026-02-27T00:50:31.396Z [EVENT]  score: 22-38
2026-02-27T00:50:57.549Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:51:09.734Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T00:51:26.863Z [ODDS]  UNC Wilmington: 5/6 → 10/11, North Carolina A&T: 10/11 → 5/6
2026-02-27T00:51:26.863Z [EVENT]  score: 22-40
2026-02-27T00:52:08.805Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T00:52:37.221Z [EVENT]  score: 22-42
2026-02-27T00:52:51.656Z [EVENT]  score: 24-42
2026-02-27T00:53:18.279Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T00:53:31.342Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T00:53:31.342Z [EVENT]  score: 26-42
2026-02-27T00:55:22.291Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T00:55:22.291Z [EVENT]  score: 26-44
2026-02-27T01:12:57.504Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T01:12:57.504Z [EVENT]  score: 26-46
2026-02-27T01:13:22.310Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:13:22.310Z [EVENT]  score: 28-46
2026-02-27T01:13:34.486Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:13:43.960Z [EVENT]  score: 31-46
2026-02-27T01:14:06.059Z [EVENT]  score: 31-49
2026-02-27T01:15:11.453Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:15:13.258Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:15:22.728Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:15:22.728Z [EVENT]  score: 31-51
2026-02-27T01:15:27.690Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T01:15:44.377Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:16:04.671Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:16:04.671Z [EVENT]  score: 32-51
2026-02-27T01:16:19.105Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:16:19.105Z [EVENT]  score: 33-51
2026-02-27T01:16:51.575Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:16:59.693Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T01:17:59.229Z [EVENT]  score: 35-51
2026-02-27T01:18:12.306Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:18:12.306Z [EVENT]  score: 35-54
2026-02-27T01:21:19.471Z [EVENT]  score: 37-54
2026-02-27T01:24:35.656Z [EVENT]  score: 37-56
2026-02-27T01:25:49.171Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:26:21.645Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T01:26:21.645Z [EVENT]  score: 37-58
2026-02-27T01:26:50.959Z [ODDS]  UNC Wilmington: 5/6 → 10/11, North Carolina A&T: 10/11 → 5/6
2026-02-27T01:26:53.213Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T01:27:29.745Z [EVENT]  score: 37-59
2026-02-27T01:27:51.404Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:27:51.404Z [EVENT]  score: 37-60
2026-02-27T01:29:06.265Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:29:49.109Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:30:22.943Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T01:30:22.943Z [EVENT]  score: 38-60
2026-02-27T01:30:42.779Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:30:42.779Z [EVENT]  score: 39-60
2026-02-27T01:35:30.522Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:35:49.466Z [EVENT]  score: 41-60
2026-02-27T01:36:49.448Z [ODDS]  UNC Wilmington: 10/11 → 5/6, North Carolina A&T: 5/6 → 10/11
2026-02-27T01:37:14.254Z [ODDS]  UNC Wilmington: 5/6 → 20/21, North Carolina A&T: 10/11 → 4/5
2026-02-27T01:37:14.254Z [EVENT]  score: 43-60
2026-02-27T01:37:22.371Z [ODDS]  UNC Wilmington: 20/21 → 4/5, North Carolina A&T: 4/5 → 20/21
2026-02-27T01:37:35.452Z [ODDS]  UNC Wilmington: 4/5 → 5/6, North Carolina A&T: 20/21 → 10/11
2026-02-27T01:38:11.983Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:38:11.983Z [EVENT]  score: 43-63
2026-02-27T01:38:26.258Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:38:26.258Z [EVENT]  score: 46-63
2026-02-27T01:38:55.062Z [ODDS]  UNC Wilmington: 5/6 → 4/5, North Carolina A&T: 10/11 → 20/21
2026-02-27T01:38:55.062Z [EVENT]  score: 48-63
2026-02-27T01:39:03.630Z [ODDS]  UNC Wilmington: 4/5 → 5/6, North Carolina A&T: 20/21 → 10/11
2026-02-27T01:39:18.513Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:39:18.513Z [EVENT]  score: 48-65
2026-02-27T01:39:44.674Z [EVENT]  score: 48-67
2026-02-27T01:39:51.438Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:42:56.807Z [EVENT]  score: 48-68
2026-02-27T01:42:57.259Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T01:43:20.259Z [EVENT]  score: 50-68
2026-02-27T01:43:31.535Z [EVENT]  score: 50-71
2026-02-27T01:43:57.247Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:44:23.854Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:45:05.346Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:45:05.346Z [EVENT]  score: 52-71
2026-02-27T01:45:40.075Z [EVENT]  score: 54-71
2026-02-27T01:46:04.430Z [ODDS]  UNC Wilmington: 10/11 → 20/21, North Carolina A&T: 5/6 → 4/5
2026-02-27T01:46:04.430Z [EVENT]  score: 54-73
2026-02-27T01:46:23.832Z [ODDS]  UNC Wilmington: 20/21 → 4/5, North Carolina A&T: 4/5 → 20/21
2026-02-27T01:46:24.282Z [EVENT]  score: 54-75
2026-02-27T01:46:42.774Z [ODDS]  UNC Wilmington: 4/5 → 20/21, North Carolina A&T: 20/21 → 4/5
2026-02-27T01:46:42.774Z [EVENT]  score: 57-75
2026-02-27T01:47:05.774Z [ODDS]  UNC Wilmington: 20/21 → 4/5, North Carolina A&T: 4/5 → 20/21
2026-02-27T01:47:05.774Z [EVENT]  score: 57-78
2026-02-27T01:47:16.598Z [ODDS]  UNC Wilmington: 4/5 → 20/23, North Carolina A&T: 20/21 → 20/23
2026-02-27T01:47:47.718Z [ODDS]  UNC Wilmington: 20/23 → 20/21, North Carolina A&T: 20/23 → 4/5
2026-02-27T01:47:47.718Z [EVENT]  score: 58-78
2026-02-27T01:48:03.502Z [ODDS]  UNC Wilmington: 20/21 → 5/6, North Carolina A&T: 4/5 → 10/11
2026-02-27T01:48:03.502Z [EVENT]  score: 59-78
2026-02-27T01:48:27.406Z [EVENT]  score: 59-80
2026-02-27T01:48:54.465Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:48:58.138Z [EVENT]  score: 59-82
2026-02-27T01:49:16.114Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:49:16.114Z [EVENT]  score: 62-82
2026-02-27T01:49:18.821Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:52:04.337Z [ODDS]  UNC Wilmington: 20/23 → 5/6, North Carolina A&T: 20/23 → 10/11
2026-02-27T01:52:07.946Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:52:19.221Z [EVENT]  score: 62-85
2026-02-27T01:52:40.126Z [ODDS]  UNC Wilmington: 20/23 → 1/1, North Carolina A&T: 20/23 → 10/13
2026-02-27T01:52:43.284Z [ODDS]  UNC Wilmington: 1/1 → 10/11, North Carolina A&T: 10/13 → 5/6
2026-02-27T01:53:07.188Z [ODDS]  UNC Wilmington: 10/11 → 1/1, North Carolina A&T: 5/6 → 10/13
2026-02-27T01:53:22.522Z [ODDS]  UNC Wilmington: 1/1 → 5/6, North Carolina A&T: 10/13 → 10/11
2026-02-27T01:53:35.599Z [ODDS]  UNC Wilmington: 5/6 → 20/23, North Carolina A&T: 10/11 → 20/23
2026-02-27T01:53:35.599Z [EVENT]  score: 63-85
2026-02-27T01:54:22.053Z [EVENT]  score: 63-88
2026-02-27T01:54:36.485Z [EVENT]  score: 65-88
2026-02-27T01:57:07.121Z [ODDS]  UNC Wilmington: 20/23 → 5/7, North Carolina A&T: 20/23 → 11/10
2026-02-27T01:57:51.321Z [ODDS]  UNC Wilmington: 5/7 → 21/20, North Carolina A&T: 11/10 → 20/27
2026-02-27T01:57:52.674Z [ODDS]  UNC Wilmington: 21/20 → 20/23, North Carolina A&T: 20/27 → 20/23
2026-02-27T01:58:14.775Z [ODDS]  UNC Wilmington: 20/23 → 10/11, North Carolina A&T: 20/23 → 5/6
2026-02-27T01:58:24.244Z [ODDS]  UNC Wilmington: 10/11 → 20/23, North Carolina A&T: 5/6 → 20/23
2026-02-27T01:58:42.734Z [ODDS]  UNC Wilmington: 20/23 → 0/0, North Carolina A&T: 20/23 → 0/0
