2026-02-27T00:45:01.770Z [EVENT]  score: 2-0
2026-02-27T01:03:56.436Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:04:04.554Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:04:37.477Z [EVENT]  score: 17-16
2026-02-27T01:04:57.324Z [EVENT]  score: 18-16
2026-02-27T01:05:15.814Z [EVENT]  score: 18-18
2026-02-27T01:09:43.120Z [EVENT]  score: 18-19
2026-02-27T01:10:16.042Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:10:16.042Z [EVENT]  score: 20-19
2026-02-27T01:10:27.769Z [EVENT]  score: 20-22
2026-02-27T01:10:42.653Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:10:48.515Z [ODDS]  ORL Magic: 20/23 → 4/5, HOU Rockets: 20/23 → 20/21
2026-02-27T01:10:48.515Z [EVENT]  score: 20-25
2026-02-27T01:11:07.457Z [ODDS]  ORL Magic: 4/5 → 1/1, HOU Rockets: 20/21 → 10/13
2026-02-27T01:11:17.833Z [ODDS]  ORL Magic: 1/1 → 20/21, HOU Rockets: 10/13 → 4/5
2026-02-27T01:11:26.850Z [ODDS]  ORL Magic: 20/21 → 1/1, HOU Rockets: 4/5 → 10/13
2026-02-27T01:11:39.031Z [ODDS]  ORL Magic: 1/1 → 5/6, HOU Rockets: 10/13 → 10/11
2026-02-27T01:11:39.031Z [EVENT]  score: 22-25
2026-02-27T01:11:57.972Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:12:12.870Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:15:07.845Z [ODDS]  ORL Magic: 5/6 → 4/5, HOU Rockets: 10/11 → 20/21
2026-02-27T01:15:36.710Z [ODDS]  ORL Magic: 4/5 → 10/13, HOU Rockets: 20/21 → 1/1
2026-02-27T01:15:36.710Z [EVENT]  score: 22-26
2026-02-27T01:16:34.888Z [ODDS]  ORL Magic: 10/13 → 4/5, HOU Rockets: 1/1 → 20/21
2026-02-27T01:16:45.712Z [ODDS]  ORL Magic: 4/5 → 10/13, HOU Rockets: 20/21 → 1/1
2026-02-27T01:16:47.516Z [ODDS]  ORL Magic: 10/13 → 20/23, HOU Rockets: 1/1 → 20/23
2026-02-27T01:16:47.516Z [EVENT]  score: 22-29
2026-02-27T01:17:22.694Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:21:15.862Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:21:15.862Z [EVENT]  score: 24-29
2026-02-27T01:21:33.451Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:21:33.451Z [EVENT]  score: 24-31
2026-02-27T01:21:50.138Z [EVENT]  score: 27-31
2026-02-27T01:22:07.727Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:22:23.512Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:22:38.846Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:22:38.846Z [EVENT]  score: 27-34
2026-02-27T01:22:43.357Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:23:30.712Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:23:43.341Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:23:55.518Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:23:55.518Z [EVENT]  score: 29-34
2026-02-27T01:24:02.733Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:24:05.440Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:24:43.776Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:24:55.955Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:25:05.875Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:25:05.875Z [EVENT]  score: 31-34
2026-02-27T01:25:18.508Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T01:25:18.508Z [EVENT]  score: 31-37
2026-02-27T01:25:30.686Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T01:25:46.916Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T01:26:16.231Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:26:25.704Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:26:45.547Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:26:45.547Z [EVENT]  score: 33-37
2026-02-27T01:27:04.940Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:27:04.940Z [EVENT]  score: 33-39
2026-02-27T01:27:09.452Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:27:39.217Z [EVENT]  score: 33-40
2026-02-27T01:27:40.569Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:28:20.261Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T01:28:21.615Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:28:29.736Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:28:29.736Z [EVENT]  score: 33-42
2026-02-27T01:28:48.675Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:29:01.303Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:29:01.303Z [EVENT]  score: 33-45
2026-02-27T01:32:58.530Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:32:58.530Z [EVENT]  score: 35-45
2026-02-27T01:33:21.080Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:33:21.080Z [EVENT]  score: 35-47
2026-02-27T01:33:47.689Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:33:47.689Z [EVENT]  score: 37-47
2026-02-27T01:34:11.141Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:34:28.280Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:34:55.344Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:35:12.030Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:35:12.030Z [EVENT]  score: 39-47
2026-02-27T01:35:26.467Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:35:26.467Z [EVENT]  score: 39-49
2026-02-27T01:35:50.367Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:35:50.367Z [EVENT]  score: 41-49
2026-02-27T01:36:04.799Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:36:22.388Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:36:30.507Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:36:45.390Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T01:36:52.154Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T01:36:55.311Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T01:36:56.666Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:41:06.757Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:41:22.099Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:41:30.668Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T01:41:35.177Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T01:41:45.551Z [EVENT]  score: 41-52
2026-02-27T01:42:44.631Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:42:47.336Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:43:09.437Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:43:41.006Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:44:07.168Z [EVENT]  score: 41-53
2026-02-27T01:44:34.228Z [EVENT]  score: 43-53
2026-02-27T01:47:54.031Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T01:58:43.636Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T01:58:54.913Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:00:56.689Z [EVENT]  score: 45-53
2026-02-27T02:01:21.043Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:01:21.043Z [EVENT]  score: 45-56
2026-02-27T02:01:44.495Z [EVENT]  score: 47-56
2026-02-27T02:01:58.025Z [EVENT]  score: 47-58
2026-02-27T02:02:07.496Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:02:08.849Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:02:29.595Z [EVENT]  score: 47-59
2026-02-27T02:02:31.400Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:02:58.911Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:02:58.911Z [EVENT]  score: 49-59
2026-02-27T02:03:08.383Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:03:08.383Z [EVENT]  score: 49-61
2026-02-27T02:03:46.265Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T02:04:12.423Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:07:13.280Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:07:13.280Z [EVENT]  score: 51-61
2026-02-27T02:07:33.571Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:07:33.571Z [EVENT]  score: 51-63
2026-02-27T02:09:02.774Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:09:19.912Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:09:58.247Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:10:18.546Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:10:18.546Z [EVENT]  score: 52-63
2026-02-27T02:10:40.192Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:10:40.192Z [EVENT]  score: 53-63
2026-02-27T02:11:15.371Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T02:11:21.234Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:11:32.509Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T02:11:33.862Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:11:33.862Z [EVENT]  score: 53-65
2026-02-27T02:11:57.765Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:11:57.765Z [EVENT]  score: 55-65
2026-02-27T02:12:18.512Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:12:18.512Z [EVENT]  score: 55-67
2026-02-27T02:12:26.179Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:12:27.533Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:13:47.359Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:14:09.908Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:14:09.908Z [EVENT]  score: 55-69
2026-02-27T02:14:42.835Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:14:42.835Z [EVENT]  score: 57-69
2026-02-27T02:14:46.070Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:15:03.582Z [EVENT]  score: 57-72
2026-02-27T02:15:39.663Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:16:01.761Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:16:01.761Z [EVENT]  score: 57-73
2026-02-27T02:16:20.252Z [EVENT]  score: 57-74
2026-02-27T02:16:46.862Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:16:46.862Z [EVENT]  score: 57-76
2026-02-27T02:16:53.626Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:16:58.137Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:17:18.431Z [EVENT]  score: 58-76
2026-02-27T02:17:39.628Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:17:39.628Z [EVENT]  score: 59-76
2026-02-27T02:17:40.981Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:18:06.687Z [EVENT]  score: 61-76
2026-02-27T02:18:31.944Z [EVENT]  score: 64-76
2026-02-27T02:18:59.908Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:19:04.115Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:19:57.637Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:22:12.040Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:22:12.040Z [EVENT]  score: 65-76
2026-02-27T02:22:48.122Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:22:52.631Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:22:52.631Z [EVENT]  score: 68-76
2026-02-27T02:23:13.830Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:23:18.789Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:23:18.789Z [EVENT]  score: 70-76
2026-02-27T02:23:38.635Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:23:58.026Z [EVENT]  score: 73-76
2026-02-27T02:24:11.104Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:24:23.281Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T02:25:05.225Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:25:09.738Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:25:09.738Z [EVENT]  score: 75-76
2026-02-27T02:25:32.286Z [ODDS]  ORL Magic: 20/23 → 21/20, HOU Rockets: 20/23 → 20/27
2026-02-27T02:25:36.797Z [ODDS]  ORL Magic: 21/20 → 4/5, HOU Rockets: 20/27 → 20/21
2026-02-27T02:25:36.797Z [EVENT]  score: 77-76
2026-02-27T02:25:43.114Z [ODDS]  ORL Magic: 4/5 → 10/11, HOU Rockets: 20/21 → 5/6
2026-02-27T02:25:46.269Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:25:47.622Z [ODDS]  ORL Magic: 20/23 → 5/6, HOU Rockets: 20/23 → 10/11
2026-02-27T02:26:16.938Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:26:16.938Z [EVENT]  score: 78-76
2026-02-27T02:26:34.978Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:26:36.782Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:26:36.782Z [EVENT]  score: 78-78
2026-02-27T02:26:51.213Z [ODDS]  ORL Magic: 20/23 → 10/13, HOU Rockets: 20/23 → 1/1
2026-02-27T02:27:05.195Z [ODDS]  ORL Magic: 10/13 → 1/1, HOU Rockets: 1/1 → 10/13
2026-02-27T02:27:05.195Z [EVENT]  score: 78-80
2026-02-27T02:27:28.649Z [ODDS]  ORL Magic: 1/1 → 10/11, HOU Rockets: 10/13 → 5/6
2026-02-27T02:27:30.001Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:27:33.158Z [ODDS]  ORL Magic: 5/6 → 10/11, HOU Rockets: 10/11 → 5/6
2026-02-27T02:27:44.884Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:27:44.884Z [EVENT]  score: 81-80
2026-02-27T02:28:01.121Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:31:55.652Z [ODDS]  ORL Magic: 20/23 → 1/1, HOU Rockets: 20/23 → 10/13
2026-02-27T02:31:55.652Z [EVENT]  score: 81-82
2026-02-27T02:32:20.910Z [ODDS]  ORL Magic: 1/1 → 5/6, HOU Rockets: 10/13 → 10/11
2026-02-27T02:32:20.910Z [EVENT]  score: 84-82
2026-02-27T02:32:44.810Z [ODDS]  ORL Magic: 5/6 → 1/1, HOU Rockets: 10/11 → 10/13
2026-02-27T02:32:44.810Z [EVENT]  score: 84-85
2026-02-27T02:32:49.772Z [ODDS]  ORL Magic: 1/1 → 21/20, HOU Rockets: 10/13 → 20/27
2026-02-27T02:33:05.107Z [ODDS]  ORL Magic: 21/20 → 10/11, HOU Rockets: 20/27 → 5/6
2026-02-27T02:33:24.950Z [ODDS]  ORL Magic: 10/11 → 21/20, HOU Rockets: 5/6 → 20/27
2026-02-27T02:33:43.441Z [ODDS]  ORL Magic: 21/20 → 10/11, HOU Rockets: 20/27 → 5/6
2026-02-27T02:33:49.756Z [ODDS]  ORL Magic: 10/11 → 5/6, HOU Rockets: 5/6 → 10/11
2026-02-27T02:33:49.756Z [EVENT]  score: 84-88
2026-02-27T02:34:04.640Z [ODDS]  ORL Magic: 5/6 → 20/23, HOU Rockets: 10/11 → 20/23
2026-02-27T02:34:04.640Z [EVENT]  score: 87-88
2026-02-27T02:34:24.934Z [ODDS]  ORL Magic: 20/23 → 5/7, HOU Rockets: 20/23 → 11/10
2026-02-27T02:34:33.052Z [ODDS]  ORL Magic: 5/7 → 20/23, HOU Rockets: 11/10 → 20/23
2026-02-27T02:34:33.052Z [EVENT]  score: 87-87
2026-02-27T02:34:39.367Z [ODDS]  ORL Magic: 20/23 → 21/20, HOU Rockets: 20/23 → 20/27
2026-02-27T02:35:03.720Z [ODDS]  ORL Magic: 21/20 → 10/11, HOU Rockets: 20/27 → 5/6
2026-02-27T02:35:03.720Z [EVENT]  score: 87-90
2026-02-27T02:35:28.976Z [ODDS]  ORL Magic: 10/11 → 20/23, HOU Rockets: 5/6 → 20/23
2026-02-27T02:39:09.016Z [ODDS]  ORL Magic: 20/23 → 10/11, HOU Rockets: 20/23 → 5/6
2026-02-27T02:39:09.016Z [EVENT]  score: 90-90
2026-02-27T02:39:10.370Z [ODDS]  ORL Magic: 10/11 → 20/21, HOU Rockets: 5/6 → 4/5
2026-02-27T02:39:25.253Z [ODDS]  ORL Magic: 20/21 → 20/23, HOU Rockets: 4/5 → 20/23
2026-02-27T02:39:25.253Z [EVENT]  score: 90-93
2026-02-27T02:39:51.863Z [EVENT]  score: 92-93
2026-02-27T02:40:09.451Z [EVENT]  score: 92-95
2026-02-27T02:41:15.752Z [EVENT]  score: 92-97
2026-02-27T02:42:50.913Z [EVENT]  score: 94-97
2026-02-27T02:43:26.090Z [ODDS]  ORL Magic: 20/23 → 1/1, HOU Rockets: 20/23 → 10/13
2026-02-27T02:43:26.090Z [EVENT]  score: 97-97
2026-02-27T02:43:38.268Z [ODDS]  ORL Magic: 1/1 → 21/20, HOU Rockets: 10/13 → 20/27
2026-02-27T02:44:31.936Z [ODDS]  ORL Magic: 21/20 → 1/1, HOU Rockets: 20/27 → 10/13
2026-02-27T02:47:23.785Z [ODDS]  ORL Magic: 1/1 → 21/20, HOU Rockets: 10/13 → 20/27
2026-02-27T02:47:25.588Z [ODDS]  ORL Magic: 21/20 → 20/23, HOU Rockets: 20/27 → 20/23
2026-02-27T02:47:25.588Z [EVENT]  score: 97-99
2026-02-27T02:47:48.138Z [ODDS]  ORL Magic: 20/23 → 21/20, HOU Rockets: 20/23 → 20/27
