2026-02-27T00:09:39.215Z [EVENT]  score: 13-15
2026-02-27T00:16:53.082Z [ODDS]  ORL Magic (PHARAOH): 20/21 → 5/6, CHA Hornets (BLIZZARD): 20/27 → 5/6
2026-02-27T00:17:07.515Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/21, CHA Hornets (BLIZZARD): 5/6 → 20/27
2026-02-27T00:17:41.791Z [ODDS]  ORL Magic (PHARAOH): 20/21 → 5/6, CHA Hornets (BLIZZARD): 20/27 → 5/6
2026-02-27T00:17:55.772Z [EVENT]  score: 26-29
2026-02-27T00:18:09.754Z [EVENT]  score: 29-29
2026-02-27T00:18:24.185Z [EVENT]  score: 29-31
2026-02-27T00:18:47.187Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:19:08.836Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 5/6, CHA Hornets (BLIZZARD): 4/5 → 5/6
2026-02-27T00:19:16.052Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:19:40.858Z [EVENT]  score: 29-33
2026-02-27T00:19:54.932Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 20/21, CHA Hornets (BLIZZARD): 4/5 → 20/27
2026-02-27T00:20:02.957Z [ODDS]  ORL Magic (PHARAOH): 20/21 → 20/27, CHA Hornets (BLIZZARD): 20/27 → 20/21
2026-02-27T00:20:02.958Z [EVENT]  score: 29-35
2026-02-27T00:20:32.272Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 4/5, CHA Hornets (BLIZZARD): 20/21 → 20/23
2026-02-27T00:20:33.625Z [EVENT]  score: 29-37
2026-02-27T00:21:11.959Z [EVENT]  score: 31-37
2026-02-27T00:21:26.841Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 20/27, CHA Hornets (BLIZZARD): 20/23 → 20/21
2026-02-27T00:21:34.978Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 4/5, CHA Hornets (BLIZZARD): 20/21 → 20/23
2026-02-27T00:21:47.588Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 20/27, CHA Hornets (BLIZZARD): 20/23 → 20/21
2026-02-27T00:21:47.588Z [EVENT]  score: 33-37
2026-02-27T00:22:23.220Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 5/6, CHA Hornets (BLIZZARD): 20/21 → 5/6
2026-02-27T00:23:01.101Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 4/5, CHA Hornets (BLIZZARD): 5/6 → 20/23
2026-02-27T00:23:01.101Z [EVENT]  score: 35-37
2026-02-27T00:23:14.631Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 5/6, CHA Hornets (BLIZZARD): 20/23 → 5/6
2026-02-27T00:23:25.457Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 4/5, CHA Hornets (BLIZZARD): 5/6 → 20/23
2026-02-27T00:23:34.027Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 20/27, CHA Hornets (BLIZZARD): 20/23 → 20/21
2026-02-27T00:23:35.829Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 20/21, CHA Hornets (BLIZZARD): 20/21 → 20/27
2026-02-27T00:23:35.829Z [EVENT]  score: 35-39
2026-02-27T00:23:37.245Z [ODDS]  ORL Magic (PHARAOH): 20/21 → 20/27, CHA Hornets (BLIZZARD): 20/27 → 20/21
2026-02-27T00:23:48.457Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 5/6, CHA Hornets (BLIZZARD): 20/21 → 5/6
2026-02-27T00:23:57.030Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 4/5, CHA Hornets (BLIZZARD): 5/6 → 20/23
2026-02-27T00:24:00.636Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 5/6, CHA Hornets (BLIZZARD): 20/23 → 5/6
2026-02-27T00:24:00.636Z [EVENT]  score: 35-42
2026-02-27T00:24:11.909Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:24:13.262Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 4/5, CHA Hornets (BLIZZARD): 4/5 → 20/23
2026-02-27T00:24:13.262Z [EVENT]  score: 38-42
2026-02-27T00:24:24.990Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 5/6, CHA Hornets (BLIZZARD): 20/23 → 5/6
2026-02-27T00:24:27.244Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 4/5, CHA Hornets (BLIZZARD): 5/6 → 20/23
2026-02-27T00:24:41.677Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 20/27, CHA Hornets (BLIZZARD): 20/23 → 20/21
2026-02-27T00:24:41.677Z [EVENT]  score: 40-42
2026-02-27T00:25:02.872Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 4/5, CHA Hornets (BLIZZARD): 20/21 → 20/23
2026-02-27T00:25:02.872Z [EVENT]  score: 40-44
2026-02-27T00:25:35.345Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 20/27, CHA Hornets (BLIZZARD): 20/23 → 20/21
2026-02-27T00:25:35.346Z [EVENT]  score: 42-44
2026-02-27T00:25:47.523Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 1/1, CHA Hornets (BLIZZARD): 20/21 → 5/7
2026-02-27T00:25:57.023Z [ODDS]  ORL Magic (PHARAOH): 1/1 → 20/27, CHA Hornets (BLIZZARD): 5/7 → 20/21
2026-02-27T00:26:03.781Z [ODDS]  ORL Magic (PHARAOH): 20/27 → 4/5, CHA Hornets (BLIZZARD): 20/21 → 20/23
2026-02-27T00:26:03.782Z [EVENT]  score: 42-46
2026-02-27T00:26:17.288Z [ODDS]  ORL Magic (PHARAOH): 4/5 → 1/1, CHA Hornets (BLIZZARD): 20/23 → 5/7
2026-02-27T00:26:17.288Z [EVENT]  score: 45-46
2026-02-27T00:26:24.512Z [ODDS]  ORL Magic (PHARAOH): 1/1 → 20/21, CHA Hornets (BLIZZARD): 5/7 → 20/27
2026-02-27T00:26:33.171Z [ODDS]  ORL Magic (PHARAOH): 20/21 → 5/8, CHA Hornets (BLIZZARD): 20/27 → 23/20
2026-02-27T00:26:33.172Z [EVENT]  score: 47-46
2026-02-27T00:26:43.923Z [ODDS]  ORL Magic (PHARAOH): 5/8 → 5/6, CHA Hornets (BLIZZARD): 23/20 → 5/6
2026-02-27T00:26:52.020Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:26:55.177Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 5/8, CHA Hornets (BLIZZARD): 4/5 → 23/20
2026-02-27T00:27:06.004Z [ODDS]  ORL Magic (PHARAOH): 5/8 → 20/23, CHA Hornets (BLIZZARD): 23/20 → 4/5
2026-02-27T00:27:16.825Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 5/6, CHA Hornets (BLIZZARD): 4/5 → 5/6
2026-02-27T00:27:16.825Z [EVENT]  score: 49-46
2026-02-27T00:27:48.397Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:27:48.948Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 5/6, CHA Hornets (BLIZZARD): 4/5 → 5/6
2026-02-27T00:27:52.003Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:28:11.397Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 5/6, CHA Hornets (BLIZZARD): 4/5 → 5/6
2026-02-27T00:28:11.397Z [EVENT]  score: 51-46
2026-02-27T00:28:17.710Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 5/7, CHA Hornets (BLIZZARD): 5/6 → 1/1
2026-02-27T00:28:25.915Z [ODDS]  ORL Magic (PHARAOH): 5/7 → 5/6, CHA Hornets (BLIZZARD): 1/1 → 5/6
2026-02-27T00:28:25.915Z [EVENT]  score: 52-46
2026-02-27T00:28:40.763Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/21, CHA Hornets (BLIZZARD): 5/6 → 20/27
2026-02-27T00:28:42.968Z [ODDS]  ORL Magic (PHARAOH): 20/21 → 5/6, CHA Hornets (BLIZZARD): 20/27 → 5/6
2026-02-27T00:28:42.968Z [EVENT]  score: 52-47
2026-02-27T00:28:46.130Z [EVENT]  score: 52-49
2026-02-27T00:28:51.617Z [ODDS]  ORL Magic (PHARAOH): 5/6 → 20/23, CHA Hornets (BLIZZARD): 5/6 → 4/5
2026-02-27T00:28:51.617Z [EVENT]  score: 51-49
2026-02-27T00:29:01.013Z [ODDS]  ORL Magic (PHARAOH): 20/23 → 0/0, CHA Hornets (BLIZZARD): 4/5 → 0/0
