2026-02-27T00:09:01.783Z [EVENT]  score: 8-3
2026-02-27T00:41:18.905Z [ODDS]  Vermont: 10/11 → 5/6, UMass Lowell: 5/6 → 10/11
2026-02-27T00:41:33.893Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T00:41:41.907Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T00:41:48.219Z [EVENT]  score: 30-32
2026-02-27T00:42:12.575Z [ODDS]  Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T00:42:48.751Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T00:43:19.880Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T00:43:19.881Z [EVENT]  score: 30-34
2026-02-27T00:43:36.954Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T00:44:49.586Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T00:45:26.509Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T00:45:42.744Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T00:46:00.786Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T00:46:04.843Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T00:46:35.062Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T00:48:15.184Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T00:48:25.109Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T00:48:29.166Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:05:43.325Z [ODDS]  Vermont: 10/11 → 5/6, UMass Lowell: 5/6 → 10/11
2026-02-27T01:05:43.325Z [EVENT]  score: 33-34
2026-02-27T01:06:03.644Z [ODDS]  Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T01:06:03.645Z [EVENT]  score: 33-36
2026-02-27T01:06:24.819Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T01:06:43.770Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T01:06:54.137Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:06:54.137Z [EVENT]  score: 35-36
2026-02-27T01:07:30.667Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:07:31.119Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T01:08:14.420Z [EVENT]  score: 35-38
2026-02-27T01:08:30.063Z [EVENT]  score: 37-38
2026-02-27T01:08:45.389Z [EVENT]  score: 37-41
2026-02-27T01:09:01.173Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T01:09:10.197Z [EVENT]  score: 37-43
2026-02-27T01:09:28.235Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:09:30.040Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T01:09:30.040Z [EVENT]  score: 39-43
2026-02-27T01:09:50.791Z [ODDS]  Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T01:09:52.591Z [ODDS]  Vermont: 10/11 → 5/6, UMass Lowell: 5/6 → 10/11
2026-02-27T01:09:58.904Z [ODDS]  Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T01:09:58.904Z [EVENT]  score: 41-43
2026-02-27T01:14:42.137Z [ODDS]  Vermont: 10/11 → 5/6, UMass Lowell: 5/6 → 10/11
2026-02-27T01:14:59.729Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:15:15.963Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:15:15.963Z [EVENT]  score: 42-43
2026-02-27T01:15:34.454Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T01:15:36.257Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:19:27.623Z [ODDS]  Vermont: 10/11 → 20/21, UMass Lowell: 5/6 → 4/5
2026-02-27T01:19:36.191Z [ODDS]  Vermont: 20/21 → 10/11, UMass Lowell: 4/5 → 5/6
2026-02-27T01:19:42.504Z [ODDS]  Vermont: 10/11 → 20/21, UMass Lowell: 5/6 → 4/5
2026-02-27T01:19:51.525Z [ODDS]  Vermont: 20/21 → 4/5, UMass Lowell: 4/5 → 20/21
2026-02-27T01:19:57.840Z [ODDS]  Vermont: 4/5 → 5/6, UMass Lowell: 20/21 → 10/11, Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T01:19:57.840Z [ODDS]  Vermont: 10/11 → 5/6, UMass Lowell: 5/6 → 10/11, Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T01:20:07.310Z [ODDS]  Vermont: 10/11 → 4/5, UMass Lowell: 5/6 → 20/21
2026-02-27T01:20:16.331Z [ODDS]  Vermont: 4/5 → 5/6, UMass Lowell: 20/21 → 10/11
2026-02-27T01:20:44.743Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:20:44.743Z [EVENT]  score: 44-43
2026-02-27T01:20:56.469Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T01:23:59.125Z [ODDS]  Vermont: 5/6 → 10/11, UMass Lowell: 10/11 → 5/6
2026-02-27T01:24:38.362Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T01:24:38.362Z [EVENT]  score: 46-43
2026-02-27T01:24:46.933Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:25:21.209Z [ODDS]  Vermont: 10/11 → 10/13, UMass Lowell: 5/6 → 1/1
2026-02-27T01:25:43.760Z [ODDS]  Vermont: 10/13 → 10/11, UMass Lowell: 1/1 → 5/6
2026-02-27T01:25:47.367Z [ODDS]  Vermont: 10/11 → 20/21, UMass Lowell: 5/6 → 4/5
2026-02-27T01:26:50.056Z [ODDS]  Vermont: 20/21 → 4/5, UMass Lowell: 4/5 → 20/21
2026-02-27T01:27:04.489Z [ODDS]  Vermont: 4/5 → 20/21, UMass Lowell: 20/21 → 4/5
2026-02-27T01:27:04.489Z [EVENT]  score: 48-43
2026-02-27T01:27:10.803Z [ODDS]  Vermont: 20/21 → 4/5, UMass Lowell: 4/5 → 20/21
2026-02-27T01:27:21.626Z [ODDS]  Vermont: 4/5 → 1/1, UMass Lowell: 20/21 → 10/13
2026-02-27T01:27:21.626Z [EVENT]  score: 48-46
2026-02-27T01:27:39.217Z [ODDS]  Vermont: 1/1 → 20/23, UMass Lowell: 10/13 → 20/23
2026-02-27T01:28:10.340Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T01:28:17.105Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:28:34.242Z [EVENT]  score: 48-47
2026-02-27T01:28:56.343Z [ODDS]  Vermont: 20/23 → 11/10, UMass Lowell: 20/23 → 5/7
2026-02-27T01:28:56.343Z [EVENT]  score: 50-47
2026-02-27T01:29:17.541Z [ODDS]  Vermont: 11/10 → 20/23, UMass Lowell: 5/7 → 20/23
2026-02-27T01:29:17.541Z [EVENT]  score: 50-49
2026-02-27T01:32:52.667Z [ODDS]  Vermont: 20/23 → 5/7, UMass Lowell: 20/23 → 11/10
2026-02-27T01:32:52.667Z [EVENT]  score: 52-49
2026-02-27T01:33:10.297Z [ODDS]  Vermont: 5/7 → 20/23, UMass Lowell: 11/10 → 20/23
2026-02-27T01:33:38.669Z [EVENT]  score: 54-49
2026-02-27T01:37:04.782Z [ODDS]  Vermont: 20/23 → 4/5, UMass Lowell: 20/23 → 20/21
2026-02-27T01:37:27.333Z [ODDS]  Vermont: 4/5 → 10/11, UMass Lowell: 20/21 → 5/6
2026-02-27T01:37:27.333Z [EVENT]  score: 54-50
2026-02-27T01:37:43.117Z [ODDS]  Vermont: 10/11 → 20/23, UMass Lowell: 5/6 → 20/23
2026-02-27T01:37:43.117Z [EVENT]  score: 54-51
2026-02-27T01:38:20.553Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6, Vermont: 10/11 → 10/13, UMass Lowell: 5/6 → 1/1
2026-02-27T01:38:20.553Z [ODDS]  Vermont: 10/13 → 10/11, UMass Lowell: 1/1 → 5/6, Vermont: 10/11 → 10/13, UMass Lowell: 5/6 → 1/1
2026-02-27T01:38:39.275Z [ODDS]  Vermont: 10/13 → 10/11, UMass Lowell: 1/1 → 5/6
2026-02-27T01:38:46.041Z [ODDS]  Vermont: 10/11 → 5/6, UMass Lowell: 5/6 → 10/11
2026-02-27T01:39:12.199Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:39:12.199Z [EVENT]  score: 55-51
2026-02-27T01:39:25.730Z [EVENT]  score: 56-51
2026-02-27T01:39:45.575Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:40:38.794Z [ODDS]  Vermont: 10/11 → 20/21, UMass Lowell: 5/6 → 4/5
2026-02-27T01:40:42.854Z [ODDS]  Vermont: 20/21 → 5/6, UMass Lowell: 4/5 → 10/11
2026-02-27T01:40:42.854Z [EVENT]  score: 56-54
2026-02-27T01:41:09.012Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:41:41.943Z [ODDS]  Vermont: 20/23 → 20/29, UMass Lowell: 20/23 → 23/20
2026-02-27T01:42:09.904Z [ODDS]  Vermont: 20/29 → 5/7, UMass Lowell: 23/20 → 11/10
2026-02-27T01:42:17.572Z [ODDS]  Vermont: 5/7 → 20/23, UMass Lowell: 11/10 → 20/23
2026-02-27T01:42:20.278Z [ODDS]  Vermont: 20/23 → 20/29, UMass Lowell: 20/23 → 23/20
2026-02-27T01:43:02.220Z [ODDS]  Vermont: 20/29 → 10/11, UMass Lowell: 23/20 → 5/6
2026-02-27T01:43:02.220Z [EVENT]  score: 56-56
2026-02-27T01:43:10.338Z [ODDS]  Vermont: 10/11 → 20/21, UMass Lowell: 5/6 → 4/5
2026-02-27T01:43:25.220Z [ODDS]  Vermont: 20/21 → 1/1, UMass Lowell: 4/5 → 10/13
2026-02-27T01:43:35.145Z [ODDS]  Vermont: 1/1 → 20/21, UMass Lowell: 10/13 → 4/5
2026-02-27T01:45:35.563Z [ODDS]  Vermont: 20/21 → 1/1, UMass Lowell: 4/5 → 10/13
2026-02-27T01:45:38.270Z [ODDS]  Vermont: 1/1 → 23/20, UMass Lowell: 10/13 → 20/29
2026-02-27T01:46:38.714Z [ODDS]  Vermont: 23/20 → 20/29, UMass Lowell: 20/29 → 23/20
2026-02-27T01:46:38.714Z [EVENT]  score: 57-56
2026-02-27T01:46:54.950Z [ODDS]  Vermont: 20/29 → 1/1, UMass Lowell: 23/20 → 10/13
2026-02-27T01:47:20.206Z [ODDS]  Vermont: 1/1 → 21/20, UMass Lowell: 10/13 → 20/27
2026-02-27T01:47:21.108Z [ODDS]  Vermont: 21/20 → 10/13, UMass Lowell: 20/27 → 1/1
2026-02-27T01:47:24.265Z [ODDS]  Vermont: 10/13 → 20/21, UMass Lowell: 1/1 → 4/5
2026-02-27T01:47:24.265Z [EVENT]  score: 59-56
2026-02-27T01:47:35.540Z [ODDS]  Vermont: 20/21 → 1/1, UMass Lowell: 4/5 → 10/13
2026-02-27T01:47:42.305Z [ODDS]  Vermont: 1/1 → 20/21, UMass Lowell: 10/13 → 4/5
2026-02-27T01:47:44.110Z [ODDS]  Vermont: 20/21 → 20/23, UMass Lowell: 4/5 → 20/23
2026-02-27T01:48:10.267Z [ODDS]  Vermont: 20/23 → 5/6, UMass Lowell: 20/23 → 10/11
2026-02-27T01:48:10.267Z [EVENT]  score: 59-57
2026-02-27T01:48:24.701Z [ODDS]  Vermont: 5/6 → 10/13, UMass Lowell: 10/11 → 1/1
2026-02-27T01:48:24.701Z [EVENT]  score: 59-58
2026-02-27T01:48:51.760Z [ODDS]  Vermont: 10/13 → 1/1, UMass Lowell: 1/1 → 10/13
2026-02-27T01:48:51.760Z [EVENT]  score: 61-58
2026-02-27T01:48:59.430Z [ODDS]  Vermont: 1/1 → 10/13, UMass Lowell: 10/13 → 1/1
2026-02-27T01:50:18.819Z [ODDS]  Vermont: 10/13 → 1/1, UMass Lowell: 1/1 → 10/13
2026-02-27T01:50:20.609Z [ODDS]  Vermont: 1/1 → 20/21, UMass Lowell: 10/13 → 4/5
2026-02-27T01:50:20.609Z [EVENT]  score: 63-58
2026-02-27T01:50:31.883Z [ODDS]  Vermont: 20/21 → 1/1, UMass Lowell: 4/5 → 10/13
2026-02-27T01:50:39.549Z [ODDS]  Vermont: 1/1 → 4/5, UMass Lowell: 10/13 → 20/21
2026-02-27T01:50:39.549Z [EVENT]  score: 63-61
2026-02-27T01:50:50.825Z [ODDS]  Vermont: 4/5 → 20/29, UMass Lowell: 20/21 → 23/20
2026-02-27T01:51:03.452Z [ODDS]  Vermont: 20/29 → 20/23, UMass Lowell: 23/20 → 20/23
2026-02-27T01:51:11.119Z [ODDS]  Vermont: 20/23 → 10/13, UMass Lowell: 20/23 → 1/1
2026-02-27T01:51:17.433Z [ODDS]  Vermont: 10/13 → 4/5, UMass Lowell: 1/1 → 20/21
2026-02-27T01:51:47.200Z [ODDS]  Vermont: 4/5 → 20/23, UMass Lowell: 20/21 → 20/23
2026-02-27T01:51:47.200Z [EVENT]  score: 63-64
2026-02-27T01:53:35.149Z [ODDS]  Vermont: 20/23 → 1/1, UMass Lowell: 20/23 → 10/13
2026-02-27T01:53:39.659Z [ODDS]  Vermont: 1/1 → 5/6, UMass Lowell: 10/13 → 10/11
2026-02-27T01:54:03.112Z [ODDS]  Vermont: 5/6 → 20/23, UMass Lowell: 10/11 → 20/23
2026-02-27T01:54:03.112Z [EVENT]  score: 64-64
2026-02-27T01:54:27.015Z [ODDS]  Vermont: 20/23 → 10/11, UMass Lowell: 20/23 → 5/6
2026-02-27T01:55:29.253Z [ODDS]  Vermont: 10/11 → 20/21, UMass Lowell: 5/6 → 4/5
2026-02-27T01:55:44.591Z [ODDS]  Vermont: 20/21 → 1/1, UMass Lowell: 4/5 → 10/13
2026-02-27T01:58:11.614Z [ODDS]  Vermont: 1/1 → 21/20, UMass Lowell: 10/13 → 20/27
2026-02-27T01:58:22.440Z [ODDS]  Vermont: 21/20 → 5/7, UMass Lowell: 20/27 → 11/10
2026-02-27T01:58:22.440Z [EVENT]  score: 64-66
2026-02-27T01:58:34.619Z [ODDS]  Vermont: 5/7 → 0/0, UMass Lowell: 11/10 → 0/0
