2026-02-27T00:09:38.313Z [EVENT]  score: 7-17
2026-02-27T00:38:14.006Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T00:38:32.931Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T00:40:37.061Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T00:40:37.061Z [EVENT]  score: 33-54
2026-02-27T00:40:50.039Z [ODDS]  Stonehill: 5/6 → 10/11, Saint Francis PA: 10/11 → 5/6
2026-02-27T00:56:38.963Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23, Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T00:56:38.963Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23, Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T00:56:57.904Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T00:56:57.904Z [EVENT]  score: 35-54
2026-02-27T00:57:21.806Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T00:57:26.770Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T00:57:35.787Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T00:57:35.787Z [EVENT]  score: 35-57
2026-02-27T00:57:43.905Z [ODDS]  Stonehill: 5/6 → 20/23, Saint Francis PA: 10/11 → 20/23
2026-02-27T00:57:47.965Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T00:57:47.965Z [EVENT]  score: 35-59
2026-02-27T00:57:52.023Z [ODDS]  Stonehill: 5/6 → 20/23, Saint Francis PA: 10/11 → 20/23
2026-02-27T00:58:16.828Z [EVENT]  score: 37-59
2026-02-27T00:58:36.222Z [EVENT]  score: 37-61
2026-02-27T00:59:25.381Z [EVENT]  score: 37-63
2026-02-27T01:00:08.680Z [EVENT]  score: 39-63
2026-02-27T01:01:20.387Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T01:01:20.387Z [EVENT]  score: 40-63
2026-02-27T01:01:30.770Z [ODDS]  Stonehill: 5/6 → 20/23, Saint Francis PA: 10/11 → 20/23
2026-02-27T01:01:30.770Z [EVENT]  score: 41-63
2026-02-27T01:01:42.486Z [EVENT]  score: 42-63
2026-02-27T01:02:05.943Z [EVENT]  score: 44-63
2026-02-27T01:07:23.451Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T01:07:38.786Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T01:07:58.630Z [EVENT]  score: 44-65
2026-02-27T01:08:24.196Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T01:08:24.196Z [EVENT]  score: 44-66
2026-02-27T01:08:24.643Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T01:08:40.880Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T01:08:58.017Z [ODDS]  Stonehill: 5/6 → 20/23, Saint Francis PA: 10/11 → 20/23
2026-02-27T01:08:58.017Z [EVENT]  score: 45-66
2026-02-27T01:09:11.551Z [EVENT]  score: 46-66
2026-02-27T01:09:36.808Z [EVENT]  score: 46-68
2026-02-27T01:09:51.689Z [EVENT]  score: 48-68
2026-02-27T01:10:13.337Z [EVENT]  score: 48-70
2026-02-27T01:10:34.534Z [EVENT]  score: 50-70
2026-02-27T01:12:45.328Z [EVENT]  score: 50-73
2026-02-27T01:13:07.426Z [EVENT]  score: 52-73
2026-02-27T01:13:19.604Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T01:15:29.042Z [ODDS]  Stonehill: 5/6 → 20/23, Saint Francis PA: 10/11 → 20/23
2026-02-27T01:15:54.298Z [EVENT]  score: 52-75
2026-02-27T01:16:14.595Z [EVENT]  score: 55-75
2026-02-27T01:17:06.458Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T01:17:06.458Z [EVENT]  score: 55-76
2026-02-27T01:19:29.428Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T01:19:29.428Z [EVENT]  score: 55-77
2026-02-27T01:19:56.035Z [EVENT]  score: 57-77
2026-02-27T01:20:10.017Z [EVENT]  score: 57-80
2026-02-27T01:20:32.115Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T01:20:38.431Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T01:21:15.412Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T01:21:48.786Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T01:21:48.786Z [EVENT]  score: 59-80
2026-02-27T01:22:06.374Z [EVENT]  score: 59-83
2026-02-27T01:23:01.848Z [EVENT]  score: 60-83
2026-02-27T01:23:22.594Z [ODDS]  Stonehill: 20/23 → 20/21, Saint Francis PA: 20/23 → 4/5
2026-02-27T01:23:28.907Z [EVENT]  score: 60-85
2026-02-27T01:23:44.241Z [ODDS]  Stonehill: 20/21 → 20/23, Saint Francis PA: 4/5 → 20/23
2026-02-27T01:24:19.420Z [ODDS]  Stonehill: 20/23 → 10/11, Saint Francis PA: 20/23 → 5/6
2026-02-27T01:25:11.288Z [ODDS]  Stonehill: 10/11 → 5/6, Saint Francis PA: 5/6 → 10/11
2026-02-27T01:25:11.288Z [EVENT]  score: 62-85
2026-02-27T01:25:19.857Z [ODDS]  Stonehill: 5/6 → 4/5, Saint Francis PA: 10/11 → 20/21
2026-02-27T01:25:35.195Z [EVENT]  score: 62-87
2026-02-27T01:25:43.760Z [ODDS]  Stonehill: 4/5 → 20/21, Saint Francis PA: 20/21 → 4/5
2026-02-27T01:25:53.681Z [EVENT]  score: 64-87
2026-02-27T01:26:05.861Z [ODDS]  Stonehill: 20/21 → 10/11, Saint Francis PA: 4/5 → 5/6
2026-02-27T01:26:25.251Z [EVENT]  score: 64-89
2026-02-27T01:29:18.442Z [EVENT]  score: 64-92
2026-02-27T01:29:25.209Z [ODDS]  Stonehill: 10/11 → 20/23, Saint Francis PA: 5/6 → 20/23
2026-02-27T01:30:26.994Z [EVENT]  score: 66-92
2026-02-27T01:31:37.802Z [EVENT]  score: 69-92
2026-02-27T01:31:49.979Z [ODDS]  Stonehill: 20/23 → 5/6, Saint Francis PA: 20/23 → 10/11
2026-02-27T01:32:05.313Z [EVENT]  score: 71-92
2026-02-27T01:34:08.435Z [ODDS]  Stonehill: 5/6 → 4/5, Saint Francis PA: 10/11 → 20/21
2026-02-27T01:34:44.970Z [ODDS]  Stonehill: 4/5 → 10/13, Saint Francis PA: 20/21 → 1/1
2026-02-27T01:35:03.916Z [ODDS]  Stonehill: 10/13 → 20/23, Saint Francis PA: 1/1 → 20/23
2026-02-27T01:35:11.580Z [EVENT]  score: 71-93
2026-02-27T01:35:33.680Z [ODDS]  Stonehill: 20/23 → 4/5, Saint Francis PA: 20/23 → 20/21
2026-02-27T01:35:33.680Z [EVENT]  score: 71-94
2026-02-27T01:35:35.934Z [ODDS]  Stonehill: 4/5 → 10/13, Saint Francis PA: 20/21 → 1/1
2026-02-27T01:36:41.781Z [EVENT]  score: 71-96
2026-02-27T01:36:45.390Z [ODDS]  Stonehill: 10/13 → 20/27, Saint Francis PA: 1/1 → 21/20
2026-02-27T01:36:52.606Z [ODDS]  Stonehill: 20/27 → 21/20, Saint Francis PA: 21/20 → 20/27
2026-02-27T01:37:39.059Z [ODDS]  Stonehill: 21/20 → 1/1, Saint Francis PA: 20/27 → 10/13
2026-02-27T01:38:21.905Z [EVENT]  score: 71-98
2026-02-27T01:38:42.881Z [ODDS]  Stonehill: 1/1 → 20/23, Saint Francis PA: 10/13 → 20/23
2026-02-27T01:38:42.881Z [EVENT]  score: 73-98
2026-02-27T01:39:01.834Z [ODDS]  Stonehill: 20/23 → 21/20, Saint Francis PA: 20/23 → 20/27
2026-02-27T01:39:29.787Z [EVENT]  score: 73-101
2026-02-27T01:39:36.106Z [ODDS]  Stonehill: 21/20 → 11/10, Saint Francis PA: 20/27 → 5/7
2026-02-27T01:39:50.537Z [EVENT]  score: 73-103
2026-02-27T01:39:51.890Z [ODDS]  Stonehill: 11/10 → 23/20, Saint Francis PA: 5/7 → 20/29
2026-02-27T01:40:00.015Z [ODDS]  Stonehill: 23/20 → 6/5, Saint Francis PA: 20/29 → 4/6
2026-02-27T01:40:14.892Z [ODDS]  Stonehill: 6/5 → 23/20, Saint Francis PA: 4/6 → 20/29
2026-02-27T01:40:15.793Z [ODDS]  Stonehill: 23/20 → 5/7, Saint Francis PA: 20/29 → 11/10
2026-02-27T01:40:35.636Z [ODDS]  Stonehill: 5/7 → 5/6, Saint Francis PA: 11/10 → 10/11
2026-02-27T01:40:35.636Z [EVENT]  score: 74-103
2026-02-27T01:40:45.108Z [ODDS]  Stonehill: 5/6 → 23/20, Saint Francis PA: 10/11 → 20/29
2026-02-27T01:40:45.108Z [EVENT]  score: 75-103
2026-02-27T01:40:49.628Z [ODDS]  Stonehill: 23/20 → 6/5, Saint Francis PA: 20/29 → 4/6
2026-02-27T01:41:00.895Z [ODDS]  Stonehill: 6/5 → 11/10, Saint Francis PA: 4/6 → 5/7
2026-02-27T01:41:09.464Z [ODDS]  Stonehill: 11/10 → 1/1, Saint Francis PA: 5/7 → 10/13
2026-02-27T01:41:15.328Z [ODDS]  Stonehill: 1/1 → 20/21, Saint Francis PA: 10/13 → 4/5
2026-02-27T01:41:18.037Z [ODDS]  Stonehill: 20/21 → 10/11, Saint Francis PA: 4/5 → 5/6
2026-02-27T01:41:22.549Z [ODDS]  Stonehill: 10/11 → 20/21, Saint Francis PA: 5/6 → 4/5
2026-02-27T01:41:35.177Z [ODDS]  Stonehill: 20/21 → 10/11, Saint Francis PA: 4/5 → 5/6
2026-02-27T01:41:42.846Z [ODDS]  Stonehill: 10/11 → 0/0, Saint Francis PA: 5/6 → 0/0
2026-02-27T01:41:45.098Z [EVENT]  score: 77-103
2026-02-27T01:41:55.922Z [ODDS]  Stonehill: 0/0 → 20/23, Saint Francis PA: 0/0 → 20/23
2026-02-27T01:41:59.532Z [ODDS]  Stonehill: 20/23 → 0/0, Saint Francis PA: 20/23 → 0/0
