2026-02-27T02:38:43.761Z [EVENT]  score: 15-33
2026-02-27T02:48:35.041Z [ODDS]  MEM Grizzlies (OCEAN): 20/27 → 5/7, CLE Cavaliers (ARCHITECT): 20/21 → 1/1
2026-02-27T02:48:43.162Z [ODDS]  MEM Grizzlies (OCEAN): 5/7 → 1/1, CLE Cavaliers (ARCHITECT): 1/1 → 5/7
2026-02-27T02:49:03.457Z [EVENT]  score: 28-59
2026-02-27T02:49:15.181Z [ODDS]  MEM Grizzlies (OCEAN): 1/1 → 20/21, CLE Cavaliers (ARCHITECT): 5/7 → 20/27
2026-02-27T02:49:18.338Z [EVENT]  score: 28-61
2026-02-27T02:49:32.770Z [EVENT]  score: 30-61
2026-02-27T02:49:56.673Z [EVENT]  score: 30-64
2026-02-27T02:50:06.596Z [EVENT]  score: 32-64
2026-02-27T02:50:18.321Z [ODDS]  MEM Grizzlies (OCEAN): 20/21 → 20/23, CLE Cavaliers (ARCHITECT): 20/27 → 4/5
2026-02-27T02:50:26.438Z [ODDS]  MEM Grizzlies (OCEAN): 20/23 → 20/21, CLE Cavaliers (ARCHITECT): 4/5 → 20/27
2026-02-27T02:50:33.654Z [ODDS]  MEM Grizzlies (OCEAN): 20/21 → 1/1, CLE Cavaliers (ARCHITECT): 20/27 → 5/7
2026-02-27T02:50:46.734Z [ODDS]  MEM Grizzlies (OCEAN): 1/1 → 20/21, CLE Cavaliers (ARCHITECT): 5/7 → 20/27
2026-02-27T02:50:54.853Z [ODDS]  MEM Grizzlies (OCEAN): 20/21 → 20/23, CLE Cavaliers (ARCHITECT): 20/27 → 4/5
2026-02-27T02:50:58.915Z [ODDS]  MEM Grizzlies (OCEAN): 20/23 → 0/0, CLE Cavaliers (ARCHITECT): 4/5 → 0/0
