2026-02-26T19:51:13.457Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 2/5 → 4/11, Oleksandr Strutinskiy: 7/4 → 2/1
2026-02-26T19:53:17.487Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/5 → 2/9, Oleksandr Strutinskiy: 10/3 → 3/1
2026-02-26T19:53:29.664Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 2/9 → 1/4, Oleksandr Strutinskiy: 3/1 → 11/4
2026-02-26T19:53:40.034Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/4 → 1/5, Oleksandr Strutinskiy: 11/4 → 10/3
2026-02-26T19:53:49.058Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/5 → 2/9, Oleksandr Strutinskiy: 10/3 → 3/1
2026-02-26T19:53:58.977Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 2/9 → 1/6, Oleksandr Strutinskiy: 3/1 → 7/2
2026-02-26T19:55:09.333Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/6 → 1/7, Oleksandr Strutinskiy: 7/2 → 4/1
2026-02-26T19:55:15.206Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/7 → 1/8, Oleksandr Strutinskiy: 4/1 → 9/2
2026-02-26T19:55:20.160Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/8 → 1/10, Oleksandr Strutinskiy: 9/2 → 11/2
2026-02-26T19:55:26.923Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/10 → 1/12, Oleksandr Strutinskiy: 11/2 → 6/1
2026-02-26T19:55:43.168Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/12 → 1/10, Oleksandr Strutinskiy: 6/1 → 11/2
2026-02-26T19:55:53.104Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/10 → 1/8, Oleksandr Strutinskiy: 11/2 → 9/2
2026-02-26T19:56:02.582Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/8 → 1/7, Oleksandr Strutinskiy: 9/2 → 4/1
2026-02-26T19:56:08.898Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/7 → 1/5, Oleksandr Strutinskiy: 4/1 → 10/3
2026-02-26T19:56:17.019Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/5 → 1/7, Oleksandr Strutinskiy: 10/3 → 4/1
2026-02-26T19:56:26.940Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/7 → 1/9, Oleksandr Strutinskiy: 4/1 → 5/1
2026-02-26T19:56:32.804Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/9 → 1/12, Oleksandr Strutinskiy: 5/1 → 6/1
2026-02-26T19:56:37.768Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/12 → 1/16, Oleksandr Strutinskiy: 6/1 → 7/1
2026-02-26T19:56:51.297Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/16 → 1/12, Oleksandr Strutinskiy: 7/1 → 6/1
2026-02-26T19:57:01.683Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/12 → 1/9, Oleksandr Strutinskiy: 6/1 → 5/1
2026-02-26T19:57:13.395Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/9 → 1/14, Oleksandr Strutinskiy: 5/1 → 13/2
2026-02-26T19:57:21.076Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/14 → 1/20, Oleksandr Strutinskiy: 13/2 → 15/2
2026-02-26T19:58:36.384Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/20 → 1/16, Oleksandr Strutinskiy: 15/2 → 7/1
2026-02-26T19:58:42.696Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/16 → 1/14, Oleksandr Strutinskiy: 7/1 → 13/2
2026-02-26T19:58:52.170Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/14 → 1/16, Oleksandr Strutinskiy: 13/2 → 7/1
2026-02-26T19:59:00.317Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/16 → 1/20, Oleksandr Strutinskiy: 7/1 → 15/2
2026-02-26T19:59:06.610Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/20 → 1/33, Oleksandr Strutinskiy: 15/2 → 9/1
2026-02-26T19:59:10.211Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/33 → 1/20, Oleksandr Strutinskiy: 9/1 → 15/2
2026-02-26T19:59:24.189Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/20 → 1/16, Oleksandr Strutinskiy: 15/2 → 7/1
2026-02-26T19:59:31.410Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/16 → 1/20, Oleksandr Strutinskiy: 7/1 → 15/2
2026-02-26T19:59:38.170Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/20 → 1/16, Oleksandr Strutinskiy: 15/2 → 7/1
2026-02-26T19:59:54.858Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/16 → 1/20, Oleksandr Strutinskiy: 7/1 → 15/2
2026-02-26T20:00:06.584Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/20 → 1/14, Oleksandr Strutinskiy: 15/2 → 13/2
2026-02-26T20:00:20.566Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/14 → 1/20, Oleksandr Strutinskiy: 13/2 → 15/2
2026-02-26T20:00:27.332Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/20 → 1/33, Oleksandr Strutinskiy: 15/2 → 9/1
2026-02-26T20:00:39.511Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/33 → 1/66, Oleksandr Strutinskiy: 9/1 → 11/1
2026-02-26T20:00:57.096Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/66 → 1/33, Oleksandr Strutinskiy: 11/1 → 9/1
2026-02-26T20:01:07.017Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/33 → 1/80, Oleksandr Strutinskiy: 9/1 → 12/1
2026-02-26T20:01:15.139Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/80 → 1/500, Oleksandr Strutinskiy: 12/1 → 20/1
2026-02-26T20:01:24.171Z [ODDS] (serving: Oleksandr Seliuchenko)  Oleksandr Seliuchenko: 1/500 → , Oleksandr Strutinskiy: 20/1 → 0/0
